name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
vexedebe,https://www.nairaland.com/vexedebe,,"November 17, 2008","2:03pm On Jul 01, 2019",,,,9 hours & 53 minutes,13,4
YASANTEX,https://www.nairaland.com/yasantex,,"October 14, 2014","10:34am On Oct 19, 2014",,,,9 minutes & 30 seconds,1,0
jovelle,https://www.nairaland.com/jovelle,,"October 14, 2014","9:23am On Mar 09, 2017",,,,1 hour & 44 minutes,11,9
Universal50,https://www.nairaland.com/universal50,,"October 23, 2014","9:44pm On Oct 27, 2014",,,,57 minutes & 26 seconds,1,0
great7,https://www.nairaland.com/great7,,"December 04, 2012",4:04pm On Jun 20,,,,12 days & 5 hours,87,71
nazzyon,https://www.nairaland.com/nazzyon,,"October 14, 2006",7:16am On May 24,Nazzy,m,,2 months & 2 days,3228,808
myus4299,https://www.nairaland.com/myus4299,,"September 03, 2014","8:22pm On Jul 31, 2015",,,,54 minutes & 16 seconds,2,1
dinitravels,https://www.nairaland.com/dinitravels,,"November 06, 2014","12:10pm On Jun 23, 2015",,,,5 hours & 52 minutes,11,1
promoteme,https://www.nairaland.com/promoteme,,"November 02, 2014","2:35pm On Apr 30, 2016",,,,1 hour & 4 minutes,2,0
KON,https://www.nairaland.com/kon,,"June 06, 2007","11:37am On Dec 13, 2016",,,,1 hour & 20 minutes,4,1
Lisiczu,https://www.nairaland.com/lisiczu,,"December 24, 2013","8:24am On Jul 21, 2015",,m,,5 hours & 23 minutes,14,2
mastercee,https://www.nairaland.com/mastercee,"lagos, nigeria","July 07, 2009",10:06pm,,m,,3 months & 23 days,1102,102
Adolf01,https://www.nairaland.com/adolf01,"lagos, nigeria","October 12, 2014","3:37pm On Mar 10, 2019",once you love what you do.. its easy to progress in it.,m,@deswift001,10 hours & 18 minutes,33,29
netghost,https://www.nairaland.com/netghost,Heaven,"January 26, 2009","8:23am On Dec 22, 2018",netghost,,,10 days & 16 hours,471,53
paulshakur,https://www.nairaland.com/paulshakur,"Lagos, Ibadan.","December 22, 2012",7:18pm On Jan 25,Love is all we need,,,18 days & 19 hours,439,21
onyiga,https://www.nairaland.com/onyiga,lagos state,"November 15, 2014","5:35am On Dec 04, 2016",hi,f,,6 hours & 16 minutes,7,0
bonesofdavid,https://www.nairaland.com/bonesofdavid,,"October 11, 2014","9:41pm On May 04, 2015",,,,4 days & 1 hour,216,144
thierryopj,https://www.nairaland.com/thierryopj,,"August 29, 2013","11:32pm On Feb 01, 2021",,,,11 days & 15 hours,312,1
AmosunJulius,https://www.nairaland.com/amosunjulius,,"November 20, 2014","5:31pm On Nov 20, 2014",,,,15 minutes & 58 seconds,1,0
nkem79,https://www.nairaland.com/nkem79,Lagos,"August 27, 2012",11:12am On Jul 25,,f,,6 days & 22 hours,319,199
Chat212,https://www.nairaland.com/chat212,,"September 29, 2014","8:46am On Oct 15, 2015",,,,20 hours & 32 minutes,80,18
iyongo,https://www.nairaland.com/iyongo,,"September 12, 2014","5:57pm On Jun 21, 2015",,,,8 hours & 41 minutes,21,6
joesparkle,https://www.nairaland.com/joesparkle,Lagos,"August 06, 2014","4:14pm On Apr 26, 2017",,,,2 days & 15 hours,94,10
rapid,https://www.nairaland.com/rapid,,"November 23, 2014","4:36pm On Jul 01, 2015",,,,1 hour,1,0
MrEvolution7,https://www.nairaland.com/mrevolution7,,"November 25, 2014","10:57am On Sep 19, 2021",We believe in the youth of this nation. Our Vote. Our Choice. Our Destiny.,,https://twitter.com/bballotevo/,15 hours & 42 minutes,48,10
dani1luv,https://www.nairaland.com/dani1luv,"Lagos, Nigeria","January 28, 2008",3:40pm,,,,5 months & 10 days,17466,662
anneki,https://www.nairaland.com/anneki,Nigeria,"March 26, 2011","9:31pm On Jun 25, 2021",,m,,5 days & 21 hours,227,5
abbadon,https://www.nairaland.com/abbadon,,"July 13, 2014","3:28pm On Sep 06, 2018",,,,3 days & 8 hours,23,7
sowhatifiamibo,https://www.nairaland.com/sowhatifiamibo,,"December 09, 2014",6:16pm On Jul 27,042deylive!!,m,,2 days & 15 hours,30,0
EloquentMedia,https://www.nairaland.com/eloquentmedia,"Lagos, Nigeria","January 08, 2013",4:10am On May 13,Eloquence is logic under fire,,eloquent_media,28 days & 9 hours,356,76
lucky80,https://www.nairaland.com/lucky80,,"November 04, 2014","8:51am On Feb 24, 2015",,,,16 hours & 57 minutes,11,2
Ariella,https://www.nairaland.com/ariella,,"December 15, 2014","12:41pm On Nov 04, 2015",,f,,1 hour & 36 minutes,1,0
victorNRceo,https://www.nairaland.com/victornrceo,,"October 03, 2012","1:07pm On Apr 19, 2015",,,,8 days & 5 hours,340,49
IfeoluwaA,https://www.nairaland.com/ifeoluwaa,,"December 16, 2014","7:36pm On Dec 22, 2014",,,,44 minutes & 26 seconds,2,1
nollyj,https://www.nairaland.com/nollyj,,"December 06, 2010","2:20pm On Jan 24, 2021",,,,2 months & 29 days,695,113
Techwriter,https://www.nairaland.com/techwriter,"Lagos, Nigeria","June 17, 2011",12:35am On Jul 28,Earning is a Skill,,@eloquent_media,2 months & 5 days,907,138
Skillz02,https://www.nairaland.com/skillz02,Lagos,"July 06, 2014","5:42pm On Dec 19, 2017",,m,,1 month & 8 days,489,24
dpedro1,https://www.nairaland.com/dpedro1,,"October 27, 2014","7:54pm On Jul 11, 2021",,,,4 days & 18 hours,339,189
syllang,https://www.nairaland.com/syllang,,"August 27, 2012",8:03am,Honesty in what you do plus selflessness makes you fulfilled in your endeavor. ,m,,3 days,96,7
shadowwalker101,https://www.nairaland.com/shadowwalker101,,"June 27, 2014","3:19pm On Dec 15, 2021",,,,26 days & 1 hour,573,7
NoLoveLost,https://www.nairaland.com/nolovelost,With you ;),"November 11, 2013","2:52pm On May 04, 2016",What's your mission here?? Huh?? :-\,m,@rubytheblogger,4 days & 3 hours,333,29
sagambiz,https://www.nairaland.com/sagambiz,,"January 05, 2015","8:32am On Jan 27, 2015",Absolutely Nothing Is Impossible,,,6 hours & 56 minutes,4,1
MsKay04,https://www.nairaland.com/mskay04,,"January 05, 2015","1:11pm On Dec 08, 2015",,,,31 minutes & 2 seconds,1,0
Siteengr,https://www.nairaland.com/siteengr,,"October 14, 2014","11:02am On Oct 24, 2015",,,,10 hours & 55 minutes,57,53
WAVEACADEMY,https://www.nairaland.com/waveacademy,,"December 21, 2014","2:51pm On Dec 06, 2016",the quest for social equality is a cross we all must bear,,,3 days & 18 hours,135,28
miteolu,https://www.nairaland.com/miteolu,,"May 24, 2011",9:32pm,,m,,5 months & 22 days,2616,347
vikatedu,https://www.nairaland.com/vikatedu,,"October 09, 2013","6:22am On Jan 14, 2016",,,,2 days & 8 hours,816,9
Jcob,https://www.nairaland.com/jcob,JUST mobile,"November 19, 2008",10:31pm,Just Do it !  5xak46KqT7,m,,3 months & 16 days,1332,195
jamesjames102,https://www.nairaland.com/jamesjames102,,"January 15, 2015","8:22pm On Dec 03, 2016",,,,6 days & 22 hours,15,4
Saladin1,https://www.nairaland.com/saladin1,,"January 02, 2013","1:33pm On Dec 26, 2021",,,,20 days & 2 hours,92,1
OlusoGreat,https://www.nairaland.com/olusogreat,Lagos Nigeria,"July 17, 2009","12:31pm On Jun 22, 2019",,m,,1 day & 7 hours,77,10
kunkuliuke,https://www.nairaland.com/kunkuliuke,,"July 22, 2014","1:11pm On Jan 19, 2015",,,,1 hour & 22 minutes,8,2
uzomina,https://www.nairaland.com/uzomina,,"January 10, 2014","10:57am On Apr 28, 2015",,,,3 days & 8 hours,128,45
oharisibliss,https://www.nairaland.com/oharisibliss,,"June 27, 2014","12:42am On Apr 01, 2018",,,,17 hours & 44 minutes,39,20
quatipixels,https://www.nairaland.com/quatipixels,"Osogbo, Nigeria ","January 04, 2014","7:22am On Aug 23, 2017",AfricaResellerHub» Unlimited Domains and Web Hosting @ N265/mon,,,1 day & 5 hours,19,7
Shinasijison,https://www.nairaland.com/shinasijison,,"January 12, 2015","11:12pm On Aug 31, 2017",,,,4 hours & 21 minutes,58,27
Paulek,https://www.nairaland.com/paulek,NIGERIA,"April 02, 2008","7:52pm On Mar 14, 2020",EVERY ONE IS BORN UNIQUE SO GO AND TOUCH LIFES,m,saintpaulek,1 month & 5 days,136,80
samkolo,https://www.nairaland.com/samkolo,Nigeria,"May 17, 2011","7:22pm On May 01, 2017",,m,jobhuntng,9 days & 3 hours,346,101
mostbishop,https://www.nairaland.com/mostbishop,,"February 03, 2015","6:36pm On Mar 09, 2015",,,,15 minutes & 38 seconds,2,0
flavourway,https://www.nairaland.com/flavourway,osogbo,"November 13, 2013","4:04pm On Aug 09, 2019",C.E.O @ www.flavourway.com,,https://twitter.com/flavourway1,16 days & 1 hour,629,415
sherifos,https://www.nairaland.com/sherifos,Nigeria,"August 24, 2014","1:10pm On Jun 25, 2020","cool, and creative guy",,,5 days & 23 hours,147,21
naija4win,https://www.nairaland.com/naija4win,,"February 10, 2015","10:35pm On Nov 25, 2016",,,,1 hour & 18 minutes,1,0
supremeweb,https://www.nairaland.com/supremeweb,,"December 26, 2012",9:38am On Jul 28,,,,1 day & 6 hours,43,24
Olarewajub,https://www.nairaland.com/olarewajub,,"March 12, 2013",9:59pm,Stereo-isomer of God with no epimeric center.,,,5 months & 21 days,2678,240
Davo93,https://www.nairaland.com/davo93,,"September 14, 2011",4:17am On Apr 30,Always endeavour to live right!,m,,2 months & 11 days,1693,135
Youngzedd,https://www.nairaland.com/youngzedd,Telegram @MenRedPill,"July 28, 2012",10:49pm,,m,,4 months & 29 days,8929,322
Anuoluwap,https://www.nairaland.com/anuoluwap,"Ota, Nigeria","December 25, 2012","7:55pm On Aug 04, 2021",A progressive youth,m,,1 month & 4 days,2336,141
VirginFinder,https://www.nairaland.com/virginfinder,,"August 12, 2012","9:25pm On Oct 21, 2021",,,,2 months & 9 days,6545,42
Jelo4kul,https://www.nairaland.com/jelo4kul,Kano,"October 11, 2013",7:44am On Feb 12,Hello life ain't mtv ,m,Jamsisco,2 months & 7 days,659,2
adsonstone,https://www.nairaland.com/adsonstone,Lagos,"November 23, 2012","6:53pm On Oct 26, 2016",Live Love.,,,1 month & 20 days,778,0
AyodejiCharles,https://www.nairaland.com/ayodejicharles,,"March 19, 2013","7:51am On Jul 02, 2021",[b]BINOCULARS For Sale! Need one?  Click here to  Chat with me on whatsapp  me https:///2347067804587[/b],m,,23 days & 6 hours,376,27
papaejima1,https://www.nairaland.com/papaejima1,,"August 21, 2012","4:39pm On Dec 13, 2019",,,,2 months & 19 days,2736,140
Anniettieufia,https://www.nairaland.com/anniettieufia,,"April 30, 2013","10:36pm On Aug 15, 2014",,m,,7 days & 11 hours,323,7
JideTheBlogger,https://www.nairaland.com/jidetheblogger,"Makurdi, Benue","April 15, 2012","7:55am On Dec 09, 2021",I am a top Nigerian Blogger who makes cool money online from blogging and some other internet businesses. ,m,@jidetheblogger,1 month & 29 days,3218,125
Chrisvicmall,https://www.nairaland.com/chrisvicmall,China,"July 19, 2012",5:01am On Jul 28,,,https://twitter.com/Chrisvicmall,1 month & 14 days,1107,21
hollas2jnr,https://www.nairaland.com/hollas2jnr,Naija!,"June 01, 2006",10:14pm,,m,,1 month & 20 days,384,17
victorv12,https://www.nairaland.com/victorv12,Abuja,"April 03, 2011",4:50pm,I'd rather be flawed and imperfect than to not experience my life to the fullest.,m,,1 month & 2 days,1406,420
acmev2,https://www.nairaland.com/acmev2,Benin,"September 30, 2013",7:18pm On Jul 19,INternet INcome INcreasing INterested?,m,,1 month & 7 days,333,14
dubaibusiness,https://www.nairaland.com/dubaibusiness,,"October 07, 2013","1:54pm On Nov 17, 2013",,m,,1 hour & 29 minutes,1,0
Caseless,https://www.nairaland.com/caseless,using my GPS trying to find out where....,"January 10, 2012",4:31am,CASELESS-ness was the CASE and they blame ME......,,,7 months & 16 days,33613,87
dwizy,https://www.nairaland.com/dwizy,nairaland railway enroute business thread.,"January 01, 2011",11:21pm On Jul 25,,m,@dwizy_defclan,3 months & 1 day,290,9
Konnektions146,https://www.nairaland.com/konnektions146,"Uyo, Nigeria","November 27, 2009",5:46pm,,m,,2 months,1291,10
UyiIredia,https://www.nairaland.com/uyiiredia,"Lagos, Nigeria","May 04, 2009","6:16pm On Mar 13, 2019",Keep It Real !,m,,4 months & 4 days,14107,117
smile4kenn,https://www.nairaland.com/smile4kenn,"Mountain Top, USA","November 21, 2005",1:07pm On Mar 18,"Dear mama, I appreciate!",m,,1 month & 12 days,2543,555
EasyNaijacom,https://www.nairaland.com/easynaijacom,Mars,"June 10, 2012","2:40am On Jun 07, 2021",,,,5 days & 21 hours,148,3
anthony500,https://www.nairaland.com/anthony500,,"July 27, 2013","1:31am On Mar 18, 2016","ęvęŋ įƒ įţ şoųŋdş çoŗŋy, doŋ'ţ lęţ āŋyoŋę ţęll yoų, yoų āįŋ'ţ bęāųţįƒųl - ęmįŋęm ",m,,4 days & 19 hours,138,3
cecegorz,https://www.nairaland.com/cecegorz,Mount Zion,"September 26, 2006","10:35pm On Jul 13, 2021",I'm tooshfully n wonderfully made!,m,,3 months & 1 day,1964,34
dheaven,https://www.nairaland.com/dheaven,,"September 12, 2013",12:55pm On May 17,,,,4 months & 8 days,1157,5
gothrones,https://www.nairaland.com/gothrones,Kirikiri Prison,"April 21, 2013","9:13pm On Sep 25, 2015",,m,,15 days & 7 hours,532,0
Adeshina365,https://www.nairaland.com/adeshina365,,"October 07, 2013","11:25pm On Jan 10, 2014",,,,4 days & 13 hours,38,5
kliq,https://www.nairaland.com/kliq,9ja,"June 16, 2013",9:08am,,m,,5 months & 17 days,4512,0
ladygogo,https://www.nairaland.com/ladygogo,,"August 19, 2011","10:16pm On Dec 24, 2016","""in the first five minutes,they tell you ""I am a good Christian"". After I check my wallet, I tell them, ""Dont tell me, show me"". If they keep yapping, how Jesus saved them or their Church is great, I tell them 'Are you trying to convince me or yourself""
",,,1 month & 11 days,800,13
nairamaverick,https://www.nairaland.com/nairamaverick,"Abeokuta, Ogun State","July 06, 2013","2:36pm On Nov 03, 2017",Black Rockefeller,m,@itsDeolu,1 month & 11 days,852,92
Vicky2k,https://www.nairaland.com/vicky2k,Nigeria,"June 09, 2010",4:35am,You CAN If you THINK that You CAN,m,,26 days & 21 hours,280,16
HuJJC,https://www.nairaland.com/hujjc,,"February 17, 2009","9:15am On Dec 12, 2018"," ",m,naijaperiscope,4 days & 12 hours,170,28
deols,https://www.nairaland.com/deols,when you mean 'silence is the best answer for a fool' you act it rather than say it,"January 21, 2008","6:31pm On Nov 13, 2014",I sometimes lose,f,,2 months & 28 days,8408,108
havilaLAGOS,https://www.nairaland.com/havilalagos,,"April 27, 2013","10:34am On Nov 19, 2013",,,,4 days & 15 hours,57,2
EejaNla01,https://www.nairaland.com/eejanla01,,"May 29, 2013","9:03am On Dec 31, 2016",Which of the favors of my lord would I deny?.... Am thankful,m,,1 month & 22 days,628,0
Novelle,https://www.nairaland.com/novelle,,"October 17, 2013",4:22pm On Jul 28,,,,2 months & 5 days,392,315
routik,https://www.nairaland.com/routik,NIgeria,"October 10, 2006",9:28pm,Just do it!,m,collinsochinedu,1 month & 2 days,544,106
WildChild00,https://www.nairaland.com/wildchild00,London,"May 08, 2013",10:19pm,,m,,2 months,3852,299
Chiscomax,https://www.nairaland.com/chiscomax,,"May 27, 2010","8:23am On Mar 14, 2021",,m,@chiscomax,1 month & 26 days,1559,96
viktuur,https://www.nairaland.com/viktuur," skies","January 24, 2009","6:04pm On Jul 12, 2021",,m,@9jaskydiver,1 month & 1 day,176,20
omenka,https://www.nairaland.com/omenka,UK,"March 24, 2008",8:44pm On Jul 28,#NeverAgain ,m,,9 months & 4 days,26246,206
deluckiest,https://www.nairaland.com/deluckiest,Nigeria,"October 02, 2008",2:49pm,,m,,2 months & 1 day,355,19
talk2D,https://www.nairaland.com/talk2d,Nigeria,"April 20, 2012","7:54am On Aug 21, 2015","Internet Entrepreneur.Impact Millions!Learn, Know & Solve.",,,8 days & 23 hours,254,32
cmon,https://www.nairaland.com/cmon,Nigeria,"August 11, 2007",7:24pm,,m,,3 months,880,238
jessicabanks,https://www.nairaland.com/jessicabanks,,"September 28, 2013","7:38am On Nov 25, 2013",,,,17 hours & 22 minutes,37,16
ibietela2,https://www.nairaland.com/ibietela2,Port Harcourt,"November 30, 2011",7:27pm On Jul 04,,m,iamkingsleyf,4 months & 17 days,8495,119
unclenna,https://www.nairaland.com/unclenna,facebook,"February 23, 2010",5:51pm,life is all about winning.,m,,1 month & 8 days,2791,79
superior494,https://www.nairaland.com/superior494,Mercury,"October 22, 2013",2:29am On Jul 05,i'm not natural but supernatural,m,tweet me!,26 days & 12 hours,375,40
satellitedaisy,https://www.nairaland.com/satellitedaisy,,"September 01, 2013","7:31pm On Oct 28, 2014",,,,5 days & 12 hours,398,5
dunmorrix,https://www.nairaland.com/dunmorrix,,"October 13, 2013","6:10am On Aug 10, 2021",,m,,3 days & 1 hour,154,53
Zik4zik,https://www.nairaland.com/zik4zik,,"August 04, 2008",3:55pm On Jun 30,,,,11 days & 7 hours,127,27
sunday478,https://www.nairaland.com/sunday478,,"May 14, 2013",6:08pm,"Just a simple guy, who is working hard to make heaven",m,@gidan_jos,4 months & 12 days,969,37
Jeel,https://www.nairaland.com/jeel,,"January 07, 2011",5:48pm,Business Developer and Strategist,,,2 months & 12 days,1660,266
seyifamous,https://www.nairaland.com/seyifamous,,"February 02, 2012","7:53pm On Jan 05, 2016",,,,1 day & 6 hours,101,92
StellaBella,https://www.nairaland.com/stellabella,"Houston, TX","March 22, 2012","11:39am On Oct 26, 2020",,f,,28 days & 16 hours,1499,12
kevweflex,https://www.nairaland.com/kevweflex,,"February 02, 2007",2:52pm On Jul 15,"Not stumbling, nor causing others to stumble
",m,,15 days & 11 hours,624,13
Ugom38,https://www.nairaland.com/ugom38,Thiefnubu's Banana island mansion,"October 22, 2013","10:14am On Feb 12, 2015",i am in love for real,f,,6 days & 15 hours,179,0
masquarade,https://www.nairaland.com/masquarade,,"July 01, 2013","5:45pm On May 10, 2015",,,,10 hours & 40 minutes,20,5
otomatic,https://www.nairaland.com/otomatic,,"September 29, 2006",9:51pm,,m,,6 months & 12 days,608,5
Obi901,https://www.nairaland.com/obi901,,"May 13, 2012","4:22pm On Oct 31, 2018",,,,8 days & 4 hours,654,0
alabi10,https://www.nairaland.com/alabi10,,"May 02, 2013",12:07am On Jul 25,,,,14 days & 18 hours,86,46
yomalex,https://www.nairaland.com/yomalex,,"August 03, 2009",9:02pm,,m,,7 months & 6 days,5484,179
flexinet,https://www.nairaland.com/flexinet,Lagos Nigeria,"May 05, 2008","5:53pm On May 13, 2020",...Building ICT Infrastructure for Businesses,,flexinet,8 days & 15 hours,111,54
businessMODE,https://www.nairaland.com/businessmode,Abuja ,"May 07, 2012","11:43am On Oct 19, 2021","I am into Website Design, Blog Set Up, Online Marketing etc",m,@ablaku,6 days & 23 hours,490,254
