name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
maingate27,https://www.nairaland.com/maingate27,,"April 24, 2015",6:42pm On Jul 25,,,,26 days & 7 hours,117,6
markemmi,https://www.nairaland.com/markemmi,nigeria,"August 21, 2009",6:05pm On Dec 01,mark,m,,1 day & 21 hours,40,2
dancingkween,https://www.nairaland.com/dancingkween,,"June 11, 2019",5:05pm On Nov 01,,,,1 day & 1 hour,24,
KMB1,https://www.nairaland.com/kmb1,,"May 06, 2020",12:14pm On May 14,,,,9 hours & 6 minutes,1,
ifelekan1,https://www.nairaland.com/ifelekan1,"Ota, Ogun state","January 05, 2009",10:16pm On Jul 25,LOVE RULES THE WORLD,m,,2 months & 25 days,61,21
Isobug,https://www.nairaland.com/isobug,Malta,"September 01, 2017",9:49pm On Jul 25,Soaring higher,,??,2 months & 24 days,1981,
LordShiva97,https://www.nairaland.com/lordshiva97,Neverland,"May 19, 2017",4:20pm On Jul 16,"“What is not worthwhile is spending this life, in a state of abject obedience, submitting your body, your mind, your thoughts to the will of another and groveling before shadows and phantoms of your own imagination.” ",m,,25 days & 16 hours,1103,9
Franklyn4,https://www.nairaland.com/franklyn4,,"January 23, 2011",4:23pm On Jun 26,,,,3 days & 5 hours,331,22
Midasmode,https://www.nairaland.com/midasmode,,"July 14, 2020",11:53am On Sep 15,,,,1 day & 10 hours,9,
NisforNicky,https://www.nairaland.com/nisfornicky,Abuja,"November 12, 2017",5:05am On Jul 25,i luv 2 read,,,1 month & 4 days,850,14
Erykay,https://www.nairaland.com/erykay,,"August 02, 2020",10:01am On Aug 02,,,,11 minutes & 56 seconds,1,
dotunss,https://www.nairaland.com/dotunss,,"August 09, 2020",6:00pm On Aug 24,,,,31 minutes & 5 seconds,2,
Mahmuday123,https://www.nairaland.com/mahmuday123,,"May 01, 2020",10:48pm On Apr 22,,,,5 days & 5 hours,82,11
Rennie303,https://www.nairaland.com/rennie303,,"March 06, 2019",5:05pm On Oct 21,,,,3 days & 4 hours,112,7
belikeken,https://www.nairaland.com/belikeken,Onitsha,"January 09, 2019",2:09pm On Sep 26,Be like Ken ,m,,8 hours & 35 minutes,2,1
Jmarjr,https://www.nairaland.com/jmarjr,Delta state,"October 20, 2020",12:39am,God is ABLE,m,,1 month & 22 days,386,5
Obc1234,https://www.nairaland.com/obc1234,Enugu,"November 04, 2020",6:12pm On Jul 25,Et laboro in me intelligentes pecuniam,m,,14 days & 14 hours,236,22
osram,https://www.nairaland.com/osram,kogi,"January 04, 2010",11:25pm On Jul 25,Punctuality is the soul of bussiness.,m,,3 months & 8 days,1301,66
Jacknn,https://www.nairaland.com/jacknn,,"December 17, 2017",6:28pm On Jul 24,,,,1 month & 19 days,465,1
Adeyinka112,https://www.nairaland.com/adeyinka112,,"July 11, 2016",11:44pm On Jun 21,,m,,11 days & 14 hours,27,1
Jarimi55,https://www.nairaland.com/jarimi55,,"November 21, 2020",9:09pm On Mar 07,,,,4 hours & 30 minutes,1,
tolfa,https://www.nairaland.com/tolfa,,"April 28, 2016",6:35am On Jun 06,,m,,1 month & 9 days,386,
godwinizu,https://www.nairaland.com/godwinizu,,"May 09, 2016",5:42am On Dec 22,,,,5 days & 1 hour,93,
oluomo2013,https://www.nairaland.com/oluomo2013,,"August 29, 2014",2:03pm On Jul 06,,,,1 month & 9 days,207,30
Dave0116,https://www.nairaland.com/dave0116,Lagos ,"March 31, 2017",9:16pm On Jul 25," ",m,@Odibillz ,1 month & 27 days,617,2
Iny3,https://www.nairaland.com/iny3,Port Harcourt,"September 07, 2014",10:26am On Jul 24,"Cool,Calm and Composed",m,,1 month,452,30
King8080,https://www.nairaland.com/king8080,,"January 01, 2021",7:57pm On Jul 19,,,,5 days & 18 hours,44,
Kexcellency,https://www.nairaland.com/kexcellency,,"April 04, 2015",9:30am On Apr 29,,,,3 months & 3 days,87,5
MacMkboy,https://www.nairaland.com/macmkboy,HEAVEN'S GATE,"August 17, 2014",12:49am On Jul 01,"In The End, Everything Wil Be Alryt. If it Isn't, Then It Isn't The End.",m,MACMKBOY,21 days & 16 hours,575,3
BrainBucksNG,https://www.nairaland.com/brainbucksng,,"December 31, 2019",7:38am On Jul 22,,,,2 days & 2 hours,139,5
fperetti,https://www.nairaland.com/fperetti,Nigeria,"June 08, 2010",8:21am On Mar 30,Life is not a bed of roses,m,,3 hours & 51 minutes,1,
rosebrooks,https://www.nairaland.com/rosebrooks,,"February 05, 2021",2:17pm On Feb 05,,,,2 minutes & 44 seconds,1,
amaheart,https://www.nairaland.com/amaheart,PORT-HARCOURT ,"April 13, 2012",6:39pm On Jul 25,"When life cease to be a challenge, potentials cease to grow",m,@DoziraGroup,1 month & 1 day,49,2
chibiokoye,https://www.nairaland.com/chibiokoye,,"June 21, 2020",6:14pm On Jul 23,,,,1 day & 7 hours,30,
vhuqnl,https://www.nairaland.com/vhuqnl,,"June 01, 2020",4:28pm On May 01,Miss those days we pursued that albino moderator from Nairaland. Sexkillz or what the Bleep he called himself ,m,,10 days & 3 hours,658,14
romolayo,https://www.nairaland.com/romolayo,,"March 20, 2021",3:23pm On Aug 14,,,,17 hours & 54 minutes,2,
DreelBB,https://www.nairaland.com/dreelbb,,"February 21, 2021",10:07am On Feb 09,,m,,4 hours & 21 minutes,2,
GorillaApp,https://www.nairaland.com/gorillaapp,Delta,"January 02, 2021",8:14pm On Jun 28,"Keep pushing through the night,someday you will see the light",m,,16 days & 7 hours,752,13
frannyema,https://www.nairaland.com/frannyema,Abuja,"September 23, 2013",4:43pm On Mar 03,Be kind to those u meet on ur way up cos u might meet them on ur way down.,f,,2 months & 24 days,72,6
FrankELIC,https://www.nairaland.com/frankelic,,"April 15, 2021",3:36am On Sep 30,,,,1 hour & 34 minutes,11,1
Yubeejay,https://www.nairaland.com/yubeejay,,"April 20, 2021",7:07pm On Apr 20,,,,4 minutes & 58 seconds,1,
Mixedfraction,https://www.nairaland.com/mixedfraction,,"December 14, 2019",4:16pm On Jul 24,,,,7 days & 21 hours,422,2
eniola1010,https://www.nairaland.com/eniola1010,,"December 22, 2017",1:29pm On Jul 25,My former nairaland account username is eniolaamoda. Eniola1010 is my new account because i lost the login of the previous one. I'm still the same. Ceo cards2naira. Whatsapp number is 08180712474,m,,19 days,627,61
cosmos2000,https://www.nairaland.com/cosmos2000,Lagos Agege ,"April 17, 2020",8:27pm On Jul 25,For by strength shall no man prevail. ,m,,16 days & 15 hours,352,20
Myketuale,https://www.nairaland.com/myketuale,Kaduna,"June 18, 2017",12:21am On Jul 09,Believe in God and HE will never fail you!!,m,,16 days & 2 hours,449,7
Omobabawoli,https://www.nairaland.com/omobabawoli,,"June 28, 2019",12:22am On Apr 26,,,,1 day & 1 hour,9,
Vafrica,https://www.nairaland.com/vafrica,,"January 17, 2018",5:17pm On Apr 27,,,,20 hours & 20 minutes,4,
Wapchrist1,https://www.nairaland.com/wapchrist1,Lagos State,"December 20, 2018",11:59am On Jan 29,In God I trust,m,,12 days & 13 hours,218,
daveman144,https://www.nairaland.com/daveman144,,"September 27, 2013",7:38am On Jul 25,,,,3 days & 18 hours,22,
ladsonmayor,https://www.nairaland.com/ladsonmayor,lagos. Nigeria,"January 10, 2020",11:25pm On Jul 25,A multiskilled tradesman & a resident builder,m,,12 days & 17 hours,56,2
rasheylaw,https://www.nairaland.com/rasheylaw,,"November 12, 2016",8:31pm On Jul 25,,m,,25 days & 15 hours,574,202
Felixamos,https://www.nairaland.com/felixamos,Port harcourt,"December 05, 2013",6:23pm On Jul 25,I love you Jesus...,m,@felixamos6,1 month & 11 days,2097,50
Engrmustyboss,https://www.nairaland.com/engrmustyboss,yola NIGERIA ,"February 22, 2017",12:29am On Jul 25,life is for the leaving,m,,1 month & 8 days,50,2
Louis8796,https://www.nairaland.com/louis8796,,"June 07, 2022",10:53am On Jul 25,,,,1 day & 11 hours,122,44
