name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
xtivin,https://www.nairaland.com/xtivin,Akure,"January 11, 2008",9:54pm,In an unjust society silence is a crime,m,Twitter.com/xtivin,3 months & 16 days,999,77
illicit,https://www.nairaland.com/illicit,Online,"November 13, 2010",9:30pm,"Stop Jungle Justice, Say No to Abortion",m,,8 months & 11 days,25295,112
vastolord4,https://www.nairaland.com/vastolord4,,"March 13, 2015",10:17pm,push hard till you win,m,,2 months & 23 days,2020,6
Goldbw122,https://www.nairaland.com/goldbw122,"Benin city, Nigeria. ","November 22, 2020",10:59pm,"Be humble doesn't mean you are a fool, is a tools to control the elite. ",,,1 month & 13 days,6419,37
EricSmallz,https://www.nairaland.com/ericsmallz,"Benin City, Nigeria","November 13, 2012",7:51pm,Your Lawyer,m,@Oversabi_Lawyer,1 month & 29 days,1099,51
Cypher45,https://www.nairaland.com/cypher45,Sahara desert,"November 12, 2021",7:59am,Always have fun no let any joy killer with there bad vibes stop you.,m,,1 day & 10 hours,24,0
Greatzeus,https://www.nairaland.com/greatzeus,Lagos,"March 19, 2015",10:56pm,"Bigger Than All my Problems, Bigger Than Everything.God is bigger Than any Mountain i can or cannot see.",m,,7 months & 20 days,6725,54
richiemcgold,https://www.nairaland.com/richiemcgold,,"July 06, 2016",5:35pm,JAH is my mentor.,,,1 month & 29 days,1238,3
Ceenachi,https://www.nairaland.com/ceenachi,,"July 07, 2020",10:50pm,,,,1 month & 4 days,1131,18
Emmanuel909090,https://www.nairaland.com/emmanuel909090,,"April 11, 2020",5:19pm,,,,28 days & 22 hours,1339,4
3phase,https://www.nairaland.com/3phase,Osun State,"September 16, 2018",9:10pm,quick money coming slow u beta act fast,m,,1 month & 1 day,250,12
startbiz2020,https://www.nairaland.com/startbiz2020,,"February 20, 2020",8:11pm,Welcome to NewsinPidgin ,,,1 day & 9 hours,28,26
Poppia,https://www.nairaland.com/poppia,,"November 27, 2020",10:39pm,,,,15 hours & 30 minutes,9,1
fullnetwork,https://www.nairaland.com/fullnetwork,,"September 22, 2021",9:32pm,,,,7 days & 1 hour,314,2
Abitolola,https://www.nairaland.com/abitolola,,"May 12, 2018",9:26pm,,,,5 days & 20 hours,92,2
gasparpisciotta,https://www.nairaland.com/gasparpisciotta,,"June 30, 2016",9:25pm,,,,2 months & 15 days,4224,66
Waakanda,https://www.nairaland.com/waakanda,Nigeria,"April 24, 2018",9:51pm,www exceptional cv com,f,,1 month,2321,0
achillesfoot,https://www.nairaland.com/achillesfoot,,"March 06, 2018",10:24pm,"Life may not be the party we hoped for,but while we are here,we might as well dance.",m,,1 month & 29 days,268,0
Paints,https://www.nairaland.com/paints,,"June 19, 2021",7:42am,Researcher ©Contractor ©3D Painter/Interior Decorator ©PaintProducer ©Econometrist ©Data Analyst ©WebDesigner ©Private Tutor Contact: 081-4135-9544,m,,8 hours & 25 minutes,12,5
Oxb90,https://www.nairaland.com/oxb90,,"September 04, 2017",9:04pm,,,,1 month & 28 days,1282,7
superCleanworks,https://www.nairaland.com/supercleanworks,Abuja,"August 01, 2020",6:49pm,"All kind of furniture, Any Colour. Call Now 08025174794",m,,1 month & 6 days,2453,16
Jay5mie,https://www.nairaland.com/jay5mie,,"June 23, 2018",9:18pm,,,,1 month & 11 days,1191,26
blaquemyc,https://www.nairaland.com/blaquemyc,Somewhere in Nigeria,"January 01, 2013",8:46pm,"If you choose not to decide, you still have made a choice ",,I'm not a birdman,6 months & 6 days,1964,10
hakeemhakeem,https://www.nairaland.com/hakeemhakeem,surulere,"July 29, 2018",10:32pm,,m,,4 months & 10 days,1936,9
ERockson,https://www.nairaland.com/erockson,,"October 10, 2013",10:12pm,,,,11 months & 20 days,2995,95
KingLarry04,https://www.nairaland.com/kinglarry04,,"November 26, 2021",10:57pm,,,,7 days & 10 hours,501,25
Revolution2022,https://www.nairaland.com/revolution2022,,"January 01, 2022",8:52pm,,m,,18 days & 4 hours,2706,14
propertyhunter1,https://www.nairaland.com/propertyhunter1,,"February 26, 2022",4:35pm,,,,2 days & 14 hours,153,12
Benblaq,https://www.nairaland.com/benblaq,Abuloma Port Harcourt,"May 04, 2016",9:24pm,"Oh That today you will listen to his voice,  harden not ur heart",m,ICB,1 month & 24 days,1513,121
gurunlocker,https://www.nairaland.com/gurunlocker,,"April 11, 2013",8:20pm,Rest in Pusssy,,,1 year & 3 months,11022,15
AccessME,https://www.nairaland.com/accessme,Somewhere in North Central Geopolitical Zone ,"March 24, 2013",10:52pm,,m,,7 months & 14 days,2971,112
Perfectnumber6,https://www.nairaland.com/perfectnumber6,"Nice, France","February 19, 2018",10:38pm,,m,I have but i ain't giving it out. ,3 months,882,9
xynerise,https://www.nairaland.com/xynerise,Lagos,"November 19, 2009",10:01pm,,,,11 months & 4 days,34615,612
dmgr,https://www.nairaland.com/dmgr,,"August 02, 2016",6:28pm,Live each day as if it were your last because tomorrow may never come.,m,,3 months & 8 days,1115,91
LincolnOnyeabor,https://www.nairaland.com/lincolnonyeabor,,"December 17, 2020",7:25pm,Hello Tomorrow,,,7 days & 4 hours,188,16
heybeebugatty,https://www.nairaland.com/heybeebugatty,Abuja,"June 25, 2013",10:10pm,,m,,1 month & 9 days,158,1
Crazychris,https://www.nairaland.com/crazychris,Ibadan,"August 18, 2018",11:00pm,,,,1 month & 11 days,418,60
Adex2442,https://www.nairaland.com/adex2442,,"March 05, 2020",9:45pm,,,,24 days & 19 hours,985,13
etsuidris,https://www.nairaland.com/etsuidris,kogi,"April 22, 2017",9:57pm,wit God,m,,1 month & 18 days,162,2
mozes01,https://www.nairaland.com/mozes01,Here,"December 10, 2017",5:25pm On Jul 26," “Riches don’t make a man rich, they only make him busier.  C C ",m,iamkunlex,20 days & 3 hours,304,1
Blessed4sure,https://www.nairaland.com/blessed4sure,,"April 21, 2020",9:39pm,,,,1 month & 4 days,134,0
MrRhymes101,https://www.nairaland.com/mrrhymes101,"Ikeja, Lagos","January 06, 2014",2:50pm,"no mata how seriously u take life, u can neva get out of life alive",m,IG @comedianrhymes,3 months,2073,39
gambia,https://www.nairaland.com/gambia,,"September 06, 2017",7:20pm,,m,,4 months & 18 days,5727,3
IKBARUTEN11,https://www.nairaland.com/ikbaruten11,Nigeria,"October 06, 2019",9:56pm,the way to become wise is to know the lord,m,,1 month & 6 days,1268,0
Naija4love,https://www.nairaland.com/naija4love,Abuja,"February 17, 2019",8:32pm,,m,,2 months & 15 days,725,14
knightphoenix,https://www.nairaland.com/knightphoenix,,"November 19, 2020",10:37pm,,,,13 days & 5 hours,184,51
michlins,https://www.nairaland.com/michlins,Nnewi Anambra State,"October 19, 2017",10:56pm,Growth is a painful process but never stop growing,m,,4 months & 28 days,7151,32
Kentuforchrist,https://www.nairaland.com/kentuforchrist,lagos,"February 25, 2019",10:30pm,positive vibes,m,hillary onyeka,1 month & 7 days,1303,1
DamnNiggar,https://www.nairaland.com/damnniggar,,"July 20, 2020",6:12am,Damn Niggar,,,5 days & 7 hours,673,7
daygee12,https://www.nairaland.com/daygee12,,"July 08, 2014",8:36pm,,,,1 month & 25 days,486,3
Lemmy123,https://www.nairaland.com/lemmy123,Abuja,"December 15, 2016",7:11pm,"I will never quit writing, freelancing is the new oil",m,@lemmy_writes,1 month & 28 days,1059,18
Icumsa45,https://www.nairaland.com/icumsa45,Lekki,"December 11, 2020",10:29pm,,m,,1 month & 6 days,2096,8
Rebuke,https://www.nairaland.com/rebuke,,"July 06, 2014",11:00pm,,,,6 months & 11 days,3049,13
wunmi590,https://www.nairaland.com/wunmi590,Lagos ,"December 30, 2011",10:12pm,#ProudRomanCatholic,m,@wom_jom,10 months & 14 days,9639,231
maxkia,https://www.nairaland.com/maxkia,,"July 03, 2012",7:08pm,,m,,27 days & 18 hours,140,6
Scatterscatter,https://www.nairaland.com/scatterscatter,,"September 08, 2015",9:53pm,,m,,3 months & 3 days,1428,15
kpokpo1,https://www.nairaland.com/kpokpo1,,"June 09, 2017",6:44pm,,m,,21 days & 11 hours,161,0
CondemnBattery,https://www.nairaland.com/condemnbattery,Lagos Nigeria,"August 21, 2021",6:42pm,,f,,6 days & 12 hours,486,4
hilariousdude,https://www.nairaland.com/hilariousdude,ibadan,"July 16, 2013",2:32pm,I'm a cool headed guy.,m,kaypriest1,5 days & 20 hours,22,0
vertueptime,https://www.nairaland.com/vertueptime,,"August 30, 2016",10:58pm,Dnt send me email i will dismiss it,,,2 months & 13 days,4026,6
Lexusgs430,https://www.nairaland.com/lexusgs430,In my Lounge,"November 15, 2010",10:21pm,WhatsApp - 08180134422 ,,,1 year & 5 months,58292,190
Kenog4real,https://www.nairaland.com/kenog4real,,"August 27, 2015",1:33pm,,m,,1 month & 24 days,223,55
Linkhopp01,https://www.nairaland.com/linkhopp01,,"November 16, 2018",10:46pm,,,,11 days & 2 hours,14,0
athaboi,https://www.nairaland.com/athaboi,Port Elizabeth,"December 05, 2014",10:28pm,rule ur world,f,,3 months & 29 days,3647,0
Besto,https://www.nairaland.com/besto,,"November 03, 2007",10:46pm,My words will either attract a strong mind or offend a weak one,m,,7 months & 2 days,3337,262
SaturnNick,https://www.nairaland.com/saturnnick,Anywhere,"November 30, 2018",3:56pm,,m,,13 days & 6 hours,891,4
Akerele44,https://www.nairaland.com/akerele44,,"October 04, 2020",9:45pm,,m,,14 days & 6 hours,856,2
LongBig,https://www.nairaland.com/longbig,Lagos ,"August 08, 2021",2:13pm,Web Dev. Arbitrage. Crypto. NFT,m,@majorcoast3,21 days & 18 hours,456,15
OgaSeun,https://www.nairaland.com/ogaseun,,"May 18, 2021",9:48pm,,,,7 days & 20 hours,109,1
kunleiky,https://www.nairaland.com/kunleiky,Ile-Ife,"October 25, 2017",3:45pm,The future we speak of is here.,m,ibikunlegabrie3,24 days & 6 hours,419,3
Didijiji,https://www.nairaland.com/didijiji,,"September 01, 2019",10:52pm,,,,14 days & 3 hours,553,17
baretalk,https://www.nairaland.com/baretalk,,"March 11, 2022",8:22pm On Jul 26,,,,6 days & 23 hours,1197,15
atheistandproud,https://www.nairaland.com/atheistandproud,Nigeria,"October 24, 2015",9:12pm,"I don't always march into battle, but if I do, I'm definitely armed to the teeth with facts and evidence.",m,,2 months & 13 days,6468,245
MumuYorubaBoy,https://www.nairaland.com/mumuyorubaboy,Oba's Ozza Room,"October 21, 2021",10:56pm,,,,7 days & 20 hours,136,1
ipobarecriminals,https://www.nairaland.com/ipobarecriminals,,"February 02, 2017",9:46pm,,,,4 months & 10 days,12488,0
Moh247,https://www.nairaland.com/moh247,,"June 20, 2022",10:09pm,,,,13 days & 2 hours,2483,1
Dksmile,https://www.nairaland.com/dksmile,,"June 10, 2022",10:03pm,,,,3 days & 4 hours,79,0
RPG2020,https://www.nairaland.com/rpg2020,Only God knows,"May 24, 2020",10:24pm,i treat fu@k up*You can’t wait until life isn’t hard anymore before you decide to be happy,m,,1 month & 7 days,3079,0
HeroHero,https://www.nairaland.com/herohero,,"January 19, 2019",10:22pm,,,,26 days & 19 hours,899,0
cayorday89,https://www.nairaland.com/cayorday89,LOVE ARENA,"March 25, 2013",9:40pm,"My pains, my strength to continously move ahead... ",m,cayorday89,1 month & 16 days,1483,3
Paulianfa,https://www.nairaland.com/paulianfa,UYO,"November 17, 2020",8:11pm,Child of Grace,m,,10 days & 16 hours,1003,0
emcube50,https://www.nairaland.com/emcube50,,"January 24, 2022",8:45pm,,,,16 hours & 22 minutes,9,0
Nigerialabalaba,https://www.nairaland.com/nigerialabalaba,,"July 23, 2021",8:54am,,,,24 days & 13 hours,2176,44
Rehdasignature1,https://www.nairaland.com/rehdasignature1,,"September 17, 2018",8:28pm,,,,7 days & 7 hours,48,0
Tomilola360,https://www.nairaland.com/tomilola360,,"November 10, 2019",7:02pm,I belong to nobody. Peter Obi will never be president. Atiku is coming.,,,27 days & 11 hours,1313,0
IPIGSRSHALLOW,https://www.nairaland.com/ipigsrshallow,,"August 10, 2021",10:58pm,,,,6 days & 21 hours,502,0
Katcall,https://www.nairaland.com/katcall,,"April 11, 2021",10:19pm,,,,5 days & 5 hours,468,21
LovenLight,https://www.nairaland.com/lovenlight,,"July 21, 2022",9:59pm,,,,21 hours & 57 minutes,17,1
IbileIfe,https://www.nairaland.com/ibileife,,"June 17, 2009",10:13pm,,,,23 days,2570,181
Billygee2u,https://www.nairaland.com/billygee2u,,"May 30, 2012",1:13pm,,,,3 months & 16 days,6858,24
envoymedia,https://www.nairaland.com/envoymedia,,"October 01, 2019",9:31pm,,,,19 days & 3 hours,731,553
Newonomzy,https://www.nairaland.com/newonomzy,,"July 26, 2022",9:14pm,,,,15 minutes & 6 seconds,2,0
Ofadaman,https://www.nairaland.com/ofadaman,,"December 25, 2019",11:00pm,,m,,18 days & 22 hours,1211,0
treatise,https://www.nairaland.com/treatise,,"February 10, 2013",9:15pm,,,,2 months & 13 days,2281,46
deeva2,https://www.nairaland.com/deeva2,NIGERIA,"August 12, 2020",5:05pm,,,,27 days & 19 hours,1376,20
sammirano,https://www.nairaland.com/sammirano,,"December 07, 2008",10:14pm,The Countdown to the End has Started. Believe it or not. Accept Jesus Today,,,9 months & 26 days,4720,95
Juanmike,https://www.nairaland.com/juanmike,"Ago, Lagos ","April 02, 2020",8:46pm,,m,,1 month & 18 days,1830,0
Solofresh2,https://www.nairaland.com/solofresh2,,"September 05, 2021",9:53pm,,,,23 days & 23 hours,1200,31
pleboi,https://www.nairaland.com/pleboi,High up in them clouds,"July 14, 2022",4:04pm,,m,,22 hours & 19 minutes,67,4
johhnnie,https://www.nairaland.com/johhnnie,,"January 17, 2007",9:04pm,keep on putting genuine smiles on people's faces.,m,,2 months & 2 days,354,12
Elidrisy20,https://www.nairaland.com/elidrisy20,,"January 26, 2021",5:24pm,,,,1 month & 4 days,4024,0
salem1996,https://www.nairaland.com/salem1996,,"November 27, 2020",10:26pm,,,,18 days,452,0
EmiDon11,https://www.nairaland.com/emidon11,Abuja,"June 03, 2022",6:28pm,Welcome to EmiDon11 profile. ,m,Not yet,8 days & 18 hours,1396,33
twilliamx,https://www.nairaland.com/twilliamx,Aye,"April 25, 2011",3:42pm,,m,,2 months & 26 days,2758,138
frog12,https://www.nairaland.com/frog12,,"December 04, 2011",10:55pm,,,,1 month & 19 days,5567,5
faithfull18,https://www.nairaland.com/faithfull18,www.rechargeam.com,"March 29, 2018",12:47pm," 08066832610 to chat us up on WhatsApp.MTN SME DATA: 1gb@ #348...20gb@ #4800 etc.Other networks available...www.rechargeam.com 08066832610  https://www.nairaland.com/4446297/pretty-affordable-mtn-glo-9mobile BULK AIRTIME SELLERS NEEDED❤️.",f,@rechargeam,4 months & 13 days,11565,33
Thanksful,https://www.nairaland.com/thanksful,,"June 27, 2021",8:05pm,,,,18 days & 16 hours,1754,20
faceland,https://www.nairaland.com/faceland,Nigeria,"November 23, 2010",12:44pm,Nigerian Visual Artist,,,22 days & 1 hour,2937,129
ShaqFu,https://www.nairaland.com/shaqfu,,"March 14, 2016",8:23pm,"I don't go looking for trouble, but when trouble comes looking for me, I give it a very nice _fuck!.",,,1 month & 10 days,3028,5
adebwalex,https://www.nairaland.com/adebwalex,Canadan,"May 12, 2020",7:24pm,Believe in God,m,,1 month & 16 days,1271,1
blingxx,https://www.nairaland.com/blingxx,the moon,"May 16, 2016",10:12pm,i belong in my room the street is not for me,m,,2 months & 14 days,3831,4
Westlife2013,https://www.nairaland.com/westlife2013,Lagos,"January 24, 2013",6:10pm,,m,@SmashyOfficial,12 days & 11 hours,329,113
Bahamas95,https://www.nairaland.com/bahamas95,I dey my house,"October 24, 2017",12:15pm,"I don't talk much, only do that when necessary. ",m,,2 months & 8 days,5970,0
Revoluxe,https://www.nairaland.com/revoluxe,,"June 07, 2022",1:00pm On Jul 26,,,,1 day & 23 hours,19,1
virginchaser,https://www.nairaland.com/virginchaser,,"May 08, 2015",10:24pm,,m,,1 month & 14 days,1273,4
yemi1504,https://www.nairaland.com/yemi1504,,"February 22, 2019",4:41pm,,,,1 month & 17 days,2403,17
Firstloanfirm,https://www.nairaland.com/firstloanfirm,,"July 26, 2022",11:59am,,,,39 minutes & 52 seconds,6,0
jesustheissue,https://www.nairaland.com/jesustheissue,,"April 22, 2015",10:57pm,,,,21 days & 4 hours,109,2
einsteine,https://www.nairaland.com/einsteine,Lagos,"October 23, 2008",11:01pm,,m,@einsteinesegbue,6 months,5506,26
Yankee101,https://www.nairaland.com/yankee101,,"December 31, 2016",3:57pm,,,,4 months & 3 days,15138,43
babaalagbo11,https://www.nairaland.com/babaalagbo11,"Oyo town... delivery nationwide,Gig logistics/bus","March 28, 2022",4:34pm,"Tradomedical specialist based in Oyo town, knowledge of herbs that cure people diseases permanently,08066634455... Don't keep quiet about your health, STDs, Herpes,HIV,fibroid, Diabetes, ulcer,asthma,TTC,low sperm count",m,@babaalagbo,2 days & 22 hours,649,33
Ladiva,https://www.nairaland.com/ladiva,,"August 30, 2006",1:33pm,,,,2 months & 8 days,177,4
Govocrete,https://www.nairaland.com/govocrete,,"March 12, 2017",9:07pm On Jul 26,,,,15 days & 19 hours,366,12
Spectaclesawe25,https://www.nairaland.com/spectaclesawe25,,"January 02, 2017",7:30pm,,,,25 days & 2 hours,305,1
sisisioge,https://www.nairaland.com/sisisioge,,"February 20, 2015",10:26pm,"Honestly, it's not that deep...",,,9 months & 22 days,14778,22
Emdebby2,https://www.nairaland.com/emdebby2,,"November 07, 2021",9:32pm On Jul 26,,,,6 days & 15 hours,644,0
obagofizzy,https://www.nairaland.com/obagofizzy,ENUGU,"November 08, 2018",6:32am,AM OBAGO,m,obago19@twitter.com,3 days & 2 hours,34,1
officiakayc,https://www.nairaland.com/officiakayc,Nigeria,"December 04, 2020",6:42am,"Business Strategist, Business Influencer, Sales and Marketing, PR , Copywriter",m,KazeemSOlolade,13 days & 7 hours,1633,33
chordrylateral,https://www.nairaland.com/chordrylateral,MTN,"December 22, 2015",8:26pm,,m,,2 months & 18 days,647,16
BigYash,https://www.nairaland.com/bigyash,Nairaland Junction..,"October 06, 2020",7:10pm On Jul 26,This life is beautiful..,,@me.you.fight.com,2 months & 10 days,4347,2
UnclePati,https://www.nairaland.com/unclepati,,"November 22, 2014",7:05pm On Jun 28,,,,3 months & 23 days,425,55
hassana78n,https://www.nairaland.com/hassana78n,,"January 18, 2022",10:51am On Jul 21,,,,7 hours & 57 minutes,1,0
Gben5,https://www.nairaland.com/gben5,,"October 13, 2019",6:52pm,,,,13 days & 12 hours,208,3
OloladeKZ,https://www.nairaland.com/ololadekz,Nigeria,"August 01, 2021",7:59pm,"Kazeem Ololade is a Business strategist , Influencer , Copywriter",m,Officiakayc,11 hours & 11 minutes,124,4
Romanoff,https://www.nairaland.com/romanoff,,"November 19, 2019",9:32pm,,f,,2 months & 24 days,5178,0
Iliveforever,https://www.nairaland.com/iliveforever,Heaven,"February 04, 2021",10:09pm,Las las only JESUS saves. Put your trust and believe in him.,m,,1 month & 17 days,1886,1
Jerekre,https://www.nairaland.com/jerekre,Port Harcourt ,"January 29, 2010",5:35pm,,m,,1 month & 7 days,98,2
businessline,https://www.nairaland.com/businessline,,"June 04, 2013","9:54am On Aug 09, 2017",,,,1 day & 10 hours,186,172
Elslim,https://www.nairaland.com/elslim,,"June 14, 2013",9:51pm,,,,3 months & 12 days,4062,93
imsuboi,https://www.nairaland.com/imsuboi,Nigeria,"April 17, 2013","3:30am On Feb 10, 2019",,m,I don't tweet no more ,1 month & 21 days,3283,87
knightsTempler,https://www.nairaland.com/knightstempler,,"November 05, 2013","10:49am On Sep 18, 2021","""Precision beats power, timing beats speed"" ",,,2 months & 15 days,3085,80
fr3do,https://www.nairaland.com/fr3do,Neptune,"December 05, 2010",10:00pm,,m,,5 months & 4 days,6963,43
sunsewa,https://www.nairaland.com/sunsewa,,"September 20, 2014","10:31am On Jun 25, 2016",,,,1 month & 19 days,947,0
ibechris,https://www.nairaland.com/ibechris,,"January 06, 2019",7:38pm,,m,,2 months & 7 days,2480,9
casppyjay,https://www.nairaland.com/casppyjay,,"September 05, 2012",9:36pm,,,,13 days & 2 hours,747,0
Nigeriafirstlad,https://www.nairaland.com/nigeriafirstlad,,"July 06, 2022",3:55pm,,f,,2 days & 15 hours,198,31
MadamVanessa,https://www.nairaland.com/madamvanessa,Mermaid Cave,"June 22, 2021",8:53pm," ",f,,1 month & 2 days,2907,29
Crenzywilliams,https://www.nairaland.com/crenzywilliams,,"July 06, 2018",10:51pm,,m,,1 month & 21 days,860,3
silverlinen,https://www.nairaland.com/silverlinen,Calabar,"December 27, 2018",10:14pm,Tommorow's success was yesterday's hardwork endeavor to work hard cos hardwork pays,m,sylvermonie,1 month & 11 days,1355,14
Ogbodobeogbodo,https://www.nairaland.com/ogbodobeogbodo,,"February 22, 2022",3:36pm,,,,3 days & 13 hours,109,0
Lezzlie,https://www.nairaland.com/lezzlie,,"April 17, 2015",7:08pm,,m,,1 month & 1 day,2303,13
louiskay,https://www.nairaland.com/louiskay,$ island,"July 17, 2014",9:26pm,I must tour the World.,m,@@@@@@@@@@,5 months & 8 days,1101,15
Franchise21,https://www.nairaland.com/franchise21,,"August 21, 2013",10:20pm,,m,whytsaint ,4 months & 10 days,5403,336
iCauseTrouble,https://www.nairaland.com/icausetrouble,,"August 03, 2018",10:41pm,,,,3 months,5598,0
LaptopDeals,https://www.nairaland.com/laptopdeals,,"April 21, 2015",4:22pm,,,,14 hours & 36 minutes,23,3
Dialpad,https://www.nairaland.com/dialpad,,"April 19, 2021",10:08pm,,,,1 month & 25 days,713,1
Nichebud,https://www.nairaland.com/nichebud,,"June 08, 2022",4:28pm,,f,,2 hours & 31 minutes,14,0
Ojuntana,https://www.nairaland.com/ojuntana,,"May 13, 2022",11:00pm,,,,10 days & 7 hours,1167,3
Felixamos,https://www.nairaland.com/felixamos,Port harcourt,"December 05, 2013",10:32pm,I love you Jesus...,m,@felixamos6,1 month & 11 days,2115,50
Kennitrust,https://www.nairaland.com/kennitrust,,"August 02, 2015",9:39pm,Live let live ,m,,4 months & 5 days,3265,0
jaleria,https://www.nairaland.com/jaleria,,"July 27, 2022",10:57pm,,,,1 hour & 19 minutes,3,0
SweetVibe,https://www.nairaland.com/sweetvibe,Earth,"January 15, 2021",7:04pm,,,,2 months & 12 days,760,23
DSC7,https://www.nairaland.com/dsc7,Neptune,"November 27, 2020",5:58pm,Life is a Mystery,," Tweeting Twists Twitter Tweeters",1 month & 19 days,3563,39
Woodey,https://www.nairaland.com/woodey,,"July 22, 2022",9:32pm,That Man you Downgrade might be your Next Selector ,,,1 hour & 30 minutes,15,0
akmath,https://www.nairaland.com/akmath,,"December 17, 2013",10:30pm,,,,2 months & 2 days,1072,4
godkiller1,https://www.nairaland.com/godkiller1,,"August 15, 2020",10:16pm,,,,22 hours & 55 minutes,6,0
vince96w2,https://www.nairaland.com/vince96w2,,"August 27, 2015",5:04pm,,,,1 month & 16 days,275,7
Majesty33,https://www.nairaland.com/majesty33,Lagos,"April 24, 2020",10:16pm,,m,,19 days & 14 hours,482,0
majamajic,https://www.nairaland.com/majamajic,lagos,"October 25, 2013",10:51pm,,m,,5 months & 23 days,19174,20
charleskl,https://www.nairaland.com/charleskl,"Ipaja, Lagos","September 03, 2017",10:21pm,whatsapp 08168110614....msg me dear,m,charleskl2011,11 days & 10 hours,137,0
Ayosolar,https://www.nairaland.com/ayosolar,,"June 25, 2022",9:40pm,,,,1 day & 3 hours,9,0
Dshocker,https://www.nairaland.com/dshocker,Gibraltar ,"August 09, 2016",4:33pm,The world is not enough,m,,3 months,4432,2
lexy2014,https://www.nairaland.com/lexy2014,,"September 09, 2014",9:59pm,,,,8 months & 18 days,38367,8
JealousCobra,https://www.nairaland.com/jealouscobra,Amazon fortress,"July 14, 2022",10:55pm,I'm here for You ♥️,m,,2 days & 12 hours,127,0
yemmybx,https://www.nairaland.com/yemmybx,,"July 01, 2014",8:36pm,You are beautifully and wonderfully made by God.,m,,4 months & 8 days,1031,123
babtoundey,https://www.nairaland.com/babtoundey,Ibadan ,"June 01, 2017",9:23pm,Whatever will be will surely be. But that we have to strive to get what we want is a part of that that must be,m,,3 months & 1 day,1645,20
Ebymyk,https://www.nairaland.com/ebymyk,Nigeria,"July 14, 2014",4:25pm,"Real,Reserved..",m,@ebenisa,20 days & 5 hours,426,0
MICHEALADEX,https://www.nairaland.com/michealadex,Lagos ,"March 28, 2010",9:06pm,,m,,3 months & 13 days,3197,13
Tiney,https://www.nairaland.com/tiney,Lagos/Akure,"January 20, 2022",8:11pm,,m,,3 days & 19 hours,76,0
Dabillion,https://www.nairaland.com/dabillion,Cape town,"July 09, 2022",10:36pm,,,,1 day & 19 hours,84,0
naijaguy123456,https://www.nairaland.com/naijaguy123456,Enugu ,"May 16, 2017",7:10pm,"THEY KEEP REPORTING ME, IT SURE HURTS.",m,@thunderfireyou.,15 days & 1 hour,1153,0
allicare,https://www.nairaland.com/allicare,,"October 06, 2021",9:12pm,,,,13 days & 18 hours,115,1
Sowiki,https://www.nairaland.com/sowiki,,"October 15, 2021",10:27pm,,,,3 days & 4 hours,111,3
Onyipk,https://www.nairaland.com/onyipk,,"June 17, 2022",7:10pm,,,,3 days & 9 hours,156,0
Proudlyngwa,https://www.nairaland.com/proudlyngwa,Aurora ,"December 13, 2015",10:33pm,Nigeria is bad because Nigerians are bad. Simple. ,m,swixxknight,5 months & 6 days,7147,90
kingyang,https://www.nairaland.com/kingyang,,"September 25, 2016",5:39pm,,,,2 months & 16 days,330,6
Pateebartex,https://www.nairaland.com/pateebartex,Enugu ,"May 02, 2022",9:02pm,Don't be too anxious to make decisions. ,m,,2 days & 10 hours,7,0
illuminutty,https://www.nairaland.com/illuminutty,,"November 11, 2012",7:23pm,,,,10 days & 8 hours,493,2
SlyfoxxjReturns,https://www.nairaland.com/slyfoxxjreturns,,"January 31, 2020",10:39pm,,,,13 days & 10 hours,1272,0
Kobojunkie,https://www.nairaland.com/kobojunkie,Biking down LakeShore Trail,"September 13, 2007",10:06pm,DO NOT IM ME. I AM NOT LOOKING FOR NEW FRIENDS.,,,2 years & 2 months,71800,426
bisqit,https://www.nairaland.com/bisqit,,"June 21, 2021",4:42pm,,,,5 days & 17 hours,649,1
nlfpmod,https://www.nairaland.com/nlfpmod,,"July 19, 2022",10:00pm,,,,3 days & 7 hours,51,45
Meajor,https://www.nairaland.com/meajor,Nigeria ,"June 28, 2016",10:01pm,One day you will look back at the struggles you've faced and be grateful that it made you a better person.,m,,1 month & 20 days,453,26
donaldking100,https://www.nairaland.com/donaldking100,,"December 26, 2020",3:50pm,,,,2 hours & 50 minutes,26,0
Omalistik,https://www.nairaland.com/omalistik,,"June 21, 2021",4:06pm,,,,17 hours & 40 minutes,20,0
technuel,https://www.nairaland.com/technuel,,"March 10, 2018",10:02pm,,,,18 days & 21 hours,1016,85
delzbaba,https://www.nairaland.com/delzbaba,,"August 18, 2015",5:11pm,Ready to engage.,m,,3 months & 5 days,3227,9
uchegbu89,https://www.nairaland.com/uchegbu89,,"May 16, 2022",10:52pm On Jul 25,,,,1 day & 2 hours,5,2
Nukilia,https://www.nairaland.com/nukilia,,"November 15, 2014",9:49pm,,,,4 months & 11 days,7676,3
Ejebleje,https://www.nairaland.com/ejebleje,,"March 08, 2018",10:21pm,,,,2 months & 29 days,378,3
Moscodee1990,https://www.nairaland.com/moscodee1990,Nig ,"April 07, 2018",8:06pm,Be Justifiable ,m,,27 days & 15 hours,598,17
chrisxxx,https://www.nairaland.com/chrisxxx,,"January 16, 2012",10:06pm,,m,,4 months & 24 days,5544,480
RealistRedpiler,https://www.nairaland.com/realistredpiler,Kano ,"January 21, 2022",4:28pm On Jul 17,Hard-core Redpiller,,,1 day & 13 hours,381,9
