name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
cprsprssrwsh,https://www.nairaland.com/cprsprssrwsh,,"July 14, 2022",4:24pm On Jul 14,,,,3 seconds,1,0
soffyhome12,https://www.nairaland.com/soffyhome12,,"July 14, 2022",11:44pm On Jul 14,,,,1 minute & 10 seconds,1,0
m4rbl1s1ng61,https://www.nairaland.com/m4rbl1s1ng61,,"July 15, 2022",7:12am On Jul 15,,,,1 minute & 6 seconds,1,0
jcl33r34lt0r,https://www.nairaland.com/jcl33r34lt0r,,"July 15, 2022",8:26am On Jul 15,,,,51 seconds,1,0
f5rl0ck8mith,https://www.nairaland.com/f5rl0ck8mith,,"July 15, 2022",4:08pm On Jul 15,,,,8 minutes & 21 seconds,1,0
palmettosec,https://www.nairaland.com/palmettosec,,"July 15, 2022",4:09pm On Jul 15,,,,48 seconds,1,0
c00p3rr3altor,https://www.nairaland.com/c00p3rr3altor,,"July 14, 2022",6:23pm On Jul 15,SCJ Cooper Realtors strives to provide world-class real estate services.,,,9 minutes & 28 seconds,1,0
an4hml0cksmth,https://www.nairaland.com/an4hml0cksmth,,"July 17, 2022",4:06pm On Jul 17,,,,4 minutes & 57 seconds,1,0
lcksmth3nglw0,https://www.nairaland.com/lcksmth3nglw0,,"July 18, 2022",6:38am On Jul 18,,,,55 seconds,1,0
enl0cksm1th,https://www.nairaland.com/enl0cksm1th,,"July 18, 2022",8:23am On Jul 18,,,,44 seconds,1,0
c0operlcksmt,https://www.nairaland.com/c0operlcksmt,,"July 18, 2022",9:04am On Jul 18,,,,48 seconds,1,0
bpwcl34nwsh6,https://www.nairaland.com/bpwcl34nwsh6,,"July 18, 2022",9:44am On Jul 18,,,,1 minute & 9 seconds,1,0
lockcents12,https://www.nairaland.com/lockcents12,,"July 18, 2022",9:53am On Jul 18,,,,2 minutes & 31 seconds,1,0
myr1chm0nd,https://www.nairaland.com/myr1chm0nd,,"July 18, 2022",3:01pm On Jul 18,,,,39 seconds,1,0
westvalleyut,https://www.nairaland.com/westvalleyut,,"July 18, 2022",4:23pm On Jul 18,,,,11 seconds,1,0
amrnthyrdtfd,https://www.nairaland.com/amrnthyrdtfd,,"July 18, 2022",5:27pm On Jul 18,,,,1 minute & 55 seconds,1,0
kthompson,https://www.nairaland.com/kthompson,,"July 19, 2022",2:03am On Jul 19,,,,15 minutes & 48 seconds,1,0
rgstrdlcksmt,https://www.nairaland.com/rgstrdlcksmt,,"July 19, 2022",4:13am On Jul 19,,,,2 minutes & 39 seconds,1,0
elec3c14npr0,https://www.nairaland.com/elec3c14npr0,,"July 19, 2022",5:29am On Jul 19,,,,2 minutes,1,0
azr0ofingct,https://www.nairaland.com/azr0ofingct,,"July 19, 2022",11:50am On Jul 19,,,,14 seconds,1,0
svp3rcl34n,https://www.nairaland.com/svp3rcl34n,,"July 19, 2022",12:59pm On Jul 19,,,,1 minute & 5 seconds,1,0
prst1g3h0use,https://www.nairaland.com/prst1g3h0use,,"July 20, 2022",7:01am On Jul 20,,,,33 seconds,1,0
xc3ld3ntr3mvl,https://www.nairaland.com/xc3ld3ntr3mvl,,"July 20, 2022",7:25am On Jul 20,,,,5 minutes & 55 seconds,1,0
mtrcycl3wrck,https://www.nairaland.com/mtrcycl3wrck,,"July 20, 2022",9:57am On Jul 20,,,,5 minutes & 20 seconds,1,0
trust3dr31,https://www.nairaland.com/trust3dr31,,"July 20, 2022",10:16am On Jul 20,,,,1 minute & 4 seconds,1,0
blhglghtdtex,https://www.nairaland.com/blhglghtdtex,,"July 20, 2022",3:44pm On Jul 20,,,,4 minutes & 19 seconds,1,0
sydneypest12,https://www.nairaland.com/sydneypest12,,"July 20, 2022",4:17pm On Jul 20,,,,46 seconds,1,0
d4nd3n0ngc4r,https://www.nairaland.com/d4nd3n0ngc4r,,"July 20, 2022",5:01pm On Jul 20,,,,1 minute & 17 seconds,1,0
drendlstrees,https://www.nairaland.com/drendlstrees,,"July 20, 2022",6:08pm On Jul 20,,,,9 minutes & 8 seconds,1,0
formagc7389,https://www.nairaland.com/formagc7389,,"July 20, 2022",7:47pm On Jul 20,,,,0 seconds,1,0
myr1chmond10,https://www.nairaland.com/myr1chmond10,,"July 20, 2022",8:49pm On Jul 20,,,,6 minutes & 13 seconds,1,0
ch4ndl3rp00l,https://www.nairaland.com/ch4ndl3rp00l,,"July 21, 2022",7:57am On Jul 21,,,,20 seconds,1,0
ercksnqlty3,https://www.nairaland.com/ercksnqlty3,,"July 21, 2022",8:34am On Jul 21,,,,32 seconds,1,0
y0rkwdstrpds,https://www.nairaland.com/y0rkwdstrpds,,"July 21, 2022",9:57am On Jul 21,,,,1 minute & 34 seconds,1,0
m5ph18tr33fm,https://www.nairaland.com/m5ph18tr33fm,,"July 21, 2022",2:23pm On Jul 21,,,,6 minutes & 26 seconds,1,0
w1ll0wgr4v3l,https://www.nairaland.com/w1ll0wgr4v3l,,"July 22, 2022",4:22am On Jul 22,,,,42 seconds,1,0
unl4km3b41l,https://www.nairaland.com/unl4km3b41l,,"July 22, 2022",6:48am On Jul 22,,,,30 seconds,1,0
tr33serv1c3s,https://www.nairaland.com/tr33serv1c3s,,"July 22, 2022",9:35am On Jul 22,,,,25 seconds,1,0
ballard3svcs,https://www.nairaland.com/ballard3svcs,,"July 22, 2022",10:53am On Jul 22,,,,33 seconds,1,0
lawnandtree,https://www.nairaland.com/lawnandtree,,"July 22, 2022",1:28pm On Jul 22,,,,17 seconds,1,0
aggretree12,https://www.nairaland.com/aggretree12,,"July 22, 2022",1:53pm On Jul 22,,,,1 minute & 43 seconds,1,0
jhnsprtrsrvs,https://www.nairaland.com/jhnsprtrsrvs,,"July 22, 2022",2:25pm On Jul 22,,,,31 seconds,1,0
cntnnltreesv,https://www.nairaland.com/cntnnltreesv,,"July 22, 2022",5:51pm On Jul 22,,,,8 seconds,1,0
mb3xtri0rslt,https://www.nairaland.com/mb3xtri0rslt,,"July 23, 2022",10:01am On Jul 23,,,,2 minutes & 22 seconds,1,0
r3st0r4t10n,https://www.nairaland.com/r3st0r4t10n,,"July 24, 2022",3:16pm On Jul 24,,,,1 minute & 14 seconds,1,0
m0ldr3mvltrzn,https://www.nairaland.com/m0ldr3mvltrzn,,"July 25, 2022",3:33pm On Jul 25,,,,3 minutes & 53 seconds,1,0
wtrdmgaustin,https://www.nairaland.com/wtrdmgaustin,,"July 25, 2022",3:56pm On Jul 25,,,,33 seconds,1,0
mstrrstrnrtm,https://www.nairaland.com/mstrrstrnrtm,,"July 25, 2022",4:09pm On Jul 25,,,,36 seconds,1,0
boulderwater,https://www.nairaland.com/boulderwater,,"July 25, 2022",5:33pm On Jul 25,,,,36 seconds,1,0
sc0ttdntlstn,https://www.nairaland.com/sc0ttdntlstn,,"July 26, 2022",3:26am,,,,4 minutes & 38 seconds,1,0
hk28m0rtg4ge,https://www.nairaland.com/hk28m0rtg4ge,,"July 26, 2022",8:46am,,,,51 seconds,1,0
an5h3imw5trd,https://www.nairaland.com/an5h3imw5trd,,"July 26, 2022",9:35am,,,,1 minute & 30 seconds,1,0
enrgsvbs1nss,https://www.nairaland.com/enrgsvbs1nss,,"July 26, 2022",10:03am,,,,52 seconds,1,0
