name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
goodluck813,https://www.nairaland.com/goodluck813,,"June 11, 2017",9:12pm,doxology,m,,5 days & 6 hours,35,0
DeejaywonDJ1,https://www.nairaland.com/deejaywondj1,Lagos,"January 16, 2015",9:05pm,,m,lovelyn_j_j,1 month,208,10
Omoslim26,https://www.nairaland.com/omoslim26,,"June 26, 2019",10:45pm,,,,2 months & 14 days,7185,0
Sleekfingers,https://www.nairaland.com/sleekfingers,,"July 10, 2018",9:02pm,,,,2 months & 4 days,8580,1
kayyk,https://www.nairaland.com/kayyk,"Lagos,Nigeria ","June 30, 2022",6:12pm,Yolo,m,,16 hours & 9 minutes,7,0
ObiaboAdoka,https://www.nairaland.com/obiaboadoka,USA,"April 14, 2018",10:39pm,IN GOD I TRUST.,m,Nil,1 month & 19 days,443,0
obinnazy,https://www.nairaland.com/obinnazy,lagos,"June 25, 2011",11:49am,,m,,4 days & 5 hours,177,10
ITAMINI,https://www.nairaland.com/itamini,,"June 26, 2022",12:01pm On Jul 25,,,,16 hours & 28 minutes,11,0
Decembe,https://www.nairaland.com/decembe,,"June 27, 2021",3:00pm,☆☆☆On God☆☆☆,f,,18 days & 15 hours,123,1
NoToPile,https://www.nairaland.com/notopile,,"December 14, 2015",9:38pm,,,,7 months & 18 days,3624,8
Divay22,https://www.nairaland.com/divay22,DELTA ,"November 28, 2016",10:21pm,I'm not satisfied with what i have but i am contented.  ,f,,7 months & 10 days,12577,14
Reigi,https://www.nairaland.com/reigi,,"July 22, 2022",9:40pm On Jul 23,,,,3 hours & 17 minutes,5,0
opico24,https://www.nairaland.com/opico24,,"April 27, 2019",9:57pm,,,,1 month & 1 day,85,2
Obidient4life2,https://www.nairaland.com/obidient4life2,,"July 02, 2022",6:35pm,,,,1 day & 21 hours,536,0
007lss,https://www.nairaland.com/007lss,Abeokuta ,"July 19, 2008",9:45pm,In God I trust,,,1 month & 12 days,382,0
Richymeka,https://www.nairaland.com/richymeka,,"July 23, 2022",6:14pm,,,,1 hour & 16 minutes,1,0
Filly3,https://www.nairaland.com/filly3,Here,"March 22, 2018",9:19pm,once a Teacher always Teacher.,f,Ehmmm,4 days & 8 hours,83,3
FaithBrain1994,https://www.nairaland.com/faithbrain1994,,"November 28, 2021",7:06pm,Script Editor+Columnist+PR Strategist,m,,5 days & 21 hours,383,0
Elizmife,https://www.nairaland.com/elizmife,,"September 09, 2021",5:22pm,,,,1 day & 11 hours,28,3
praizmylex,https://www.nairaland.com/praizmylex,,"February 04, 2022",8:39pm,08130853238,m,,2 days,9,0
Legendguy,https://www.nairaland.com/legendguy,Lagos,"October 25, 2018",10:38pm On Jul 23,I m more than a conqueror,m,,1 month & 18 days,563,63
Chibaby87,https://www.nairaland.com/chibaby87,Jupiter ,"July 02, 2014",6:13pm,Just your Like,f,,1 month & 10 days,249,12
einsteine,https://www.nairaland.com/einsteine,Lagos,"October 23, 2008",11:11pm,,m,@einsteinesegbue,6 months,5505,26
olanikeakinola,https://www.nairaland.com/olanikeakinola,,"July 18, 2022",3:08pm On Jul 23,,,,1 hour & 10 minutes,6,2
Xylon,https://www.nairaland.com/xylon,,"July 05, 2022",12:31am,,,,5 hours & 13 minutes,8,0
Nuremac,https://www.nairaland.com/nuremac,"Ojo Lagos,Nigeria","January 25, 2007",5:27pm On Jul 25,,m,,6 days & 16 hours,90,71
hkidola00,https://www.nairaland.com/hkidola00,Lagos,"July 14, 2014",10:49pm,U can easily know people's character by the way they treat people who can do nothing to them,m,,3 months & 22 days,1998,114
gbolswag,https://www.nairaland.com/gbolswag,lagos,"March 01, 2018",10:43pm,cool guy,m,,16 days & 17 hours,541,0
FlippersCare123,https://www.nairaland.com/flipperscare123,"Lagos, surulere ","April 10, 2022",5:39pm,"Our qualified Panelbeaters, highly experienced  panelbeater & apprentices, together with the top-notch equipment,  Panelbeaters to repair your vehicle to “pre-accident” condition, totally erasing that mishap that lead to the damage    ",m,,3 days & 6 hours,131,7
Iyajabu,https://www.nairaland.com/iyajabu,,"July 08, 2022",7:15am,,,,18 hours & 13 minutes,9,0
lazarusokafor90,https://www.nairaland.com/lazarusokafor90,"lagos, nigeria","August 28, 2018",2:03pm On Jul 24,,m,,8 days & 14 hours,277,0
PupsyDD,https://www.nairaland.com/pupsydd,Osun,"October 07, 2020",11:49am On Jul 24,Don't give up,m,,4 days & 1 hour,23,0
Bukola94,https://www.nairaland.com/bukola94,,"May 18, 2018",10:50pm,,,,5 days & 4 hours,125,0
Lookingback,https://www.nairaland.com/lookingback,,"March 13, 2022",7:31pm,,,,6 hours & 30 minutes,10,0
snoopz,https://www.nairaland.com/snoopz,,"September 22, 2018",8:27pm,,,,1 month & 12 days,1896,0
BritishNaija,https://www.nairaland.com/britishnaija,,"April 21, 2021",8:42pm,,,,1 month & 17 days,1860,12
coputa,https://www.nairaland.com/coputa,My Village,"February 04, 2010",11:29pm,The Sheep Is Afraid Of The Wolf But It Was The Shepherd That Latter Ate The Sheep,m,,3 months & 13 days,4640,131
Wwwq,https://www.nairaland.com/wwwq,,"April 02, 2022",4:33pm,,,,1 day & 4 hours,972,0
UnknownQueen,https://www.nairaland.com/unknownqueen,,"May 18, 2018",8:50pm,"Be yourself, spread positivity around, exert self control... ",f,,15 days & 7 hours,432,8
AlphaStyles,https://www.nairaland.com/alphastyles,Ibadan,"December 12, 2016",11:05pm,ONE DAY ONE DAY I GO SMILE ONE DAY I GO MAKE AM,m,,21 days & 18 hours,4329,27
tarantino1,https://www.nairaland.com/tarantino1,,"January 16, 2020",11:44pm,,,,3 months & 6 days,1779,6
ntrukpum,https://www.nairaland.com/ntrukpum,eket,"January 09, 2017",7:04pm,,m,,23 days & 7 hours,222,14
nenyewrites,https://www.nairaland.com/nenyewrites,,"October 15, 2020",10:36pm,"If someone makes eye contact with you for 60% of a conversation they're bored, 80% and they're attracted to you and 100% of the time then they are threatening you.",,,17 days & 14 hours,715,32
Gerrard59,https://www.nairaland.com/gerrard59,Somewhere. ,"July 06, 2011",11:03pm,"Whatever a wo(man) believes and work towards to, s/he can achieve.",m,... ,10 months & 15 days,7758,37
faithfull18,https://www.nairaland.com/faithfull18,www.rechargeam.com,"March 29, 2018",3:18pm," 08066832610 to chat us up on WhatsApp.MTN SME DATA: 1gb@ #348...20gb@ #4800 etc.Other networks available...www.rechargeam.com 08066832610  https://www.nairaland.com/4446297/pretty-affordable-mtn-glo-9mobile BULK AIRTIME SELLERS NEEDED❤️.",f,@rechargeam,4 months & 13 days,11564,33
McKayConcept,https://www.nairaland.com/mckayconcept,Benin City,"September 13, 2016",8:33pm,,m,,15 days & 17 hours,356,0
Electrochemistry,https://www.nairaland.com/electrochemistry,Ilorin,"June 04, 2019",11:27pm,Live at your most,m,,1 month & 20 days,537,6
Number2,https://www.nairaland.com/number2,,"November 13, 2015",7:33pm,"Plants are more courageous than almost all human beings: an orange tree would rather die than produce lemons, whereas instead of dying the average person would rather be someone they are not.",m,,12 days & 13 hours,193,23
bitbillionaire,https://www.nairaland.com/bitbillionaire,,"August 01, 2017",6:10pm,,,,10 days & 2 hours,585,18
Zanzibar1,https://www.nairaland.com/zanzibar1,,"March 07, 2021",9:32pm,,,,1 day & 23 hours,246,16
Smart23,https://www.nairaland.com/smart23,,"June 19, 2020",8:28pm,,,,4 days & 2 hours,13,1
Paramount01,https://www.nairaland.com/paramount01,,"July 29, 2015",11:30pm,I hail,m,,1 month & 12 days,744,68
Aestheticsdude,https://www.nairaland.com/aestheticsdude,,"August 13, 2020",8:05pm,A Creative Graphics Designer,m,,6 days & 23 hours,68,5
beylinko02,https://www.nairaland.com/beylinko02,,"April 07, 2013",9:01pm,,,,1 month & 26 days,324,1
Cromagnon,https://www.nairaland.com/cromagnon,,"August 31, 2016",6:35pm,,,,13 days & 15 hours,2455,3
mediclife1987,https://www.nairaland.com/mediclife1987,,"February 26, 2017",8:44pm,Life is easy but Man crave complications,m,,21 days & 3 hours,1272,24
chukzyfcbb,https://www.nairaland.com/chukzyfcbb,lagos,"December 27, 2016",4:44pm,For your affordable Laces......https://www.nairaland.com/4473167/better-lace-na-money-kill#67041238,,,3 months & 21 days,2231,6
Ofolete,https://www.nairaland.com/ofolete,,"July 12, 2021",10:11pm,,,,14 days & 21 hours,261,0
EerinLakatabu,https://www.nairaland.com/eerinlakatabu,Agbede meji aye oun orun,"May 22, 2022",10:14pm On Jul 25,A Pan-Yoruba theistic humanist.,m,,9 hours & 55 minutes,14,0
killALIEN,https://www.nairaland.com/killalien,London,"November 15, 2019",1:47am On Jul 25,Above all Powers,m,,19 days & 23 hours,323,0
deen84,https://www.nairaland.com/deen84,,"March 03, 2012",10:23pm,I look up to God,m,@deen4real84,10 hours & 25 minutes,254,1
Slimdaddy27,https://www.nairaland.com/slimdaddy27,,"November 22, 2021",10:35pm,,,,9 days & 11 hours,37,0
Chidexsco8448,https://www.nairaland.com/chidexsco8448,"Ogbor hill, Aba","November 02, 2015",11:08pm On Jul 25,Success is mine!,m,,1 month & 22 days,291,0
ojelabi30,https://www.nairaland.com/ojelabi30,Ibadan,"December 09, 2013",11:36pm,,m,@_jaotech ,15 days & 13 hours,121,5
femijay8271,https://www.nairaland.com/femijay8271,,"November 09, 2016",11:45pm,"WHEN THERE'S LOVE, THERE WILL BE UNITY.",m,,6 months & 13 days,1683,23
obinna58,https://www.nairaland.com/obinna58,Enugu,"February 25, 2016",10:51pm,Nothing is impossible ,m,,4 months & 25 days,3684,41
Templee333,https://www.nairaland.com/templee333,,"July 20, 2022",11:40pm,,m,,7 hours & 59 minutes,10,0
Joseph1505,https://www.nairaland.com/joseph1505,Port Harcourt,"June 09, 2022",5:38pm,A distinct Copywriter,m,,6 hours & 5 minutes,15,1
MRNIGERDoxx,https://www.nairaland.com/mrnigerdoxx,,"March 07, 2020",3:54pm,Join The NairaMarleyCoin (NMC) Fans Club where We Build Wealth through Agro Merchandise. Join The Club of Celebrities. Up-charge Your Social & Financial Status. Join The Cruising Club where Everyone is Treated as a Celebrity. Contact: +2348161618352.,m,,19 hours & 17 minutes,275,9
ShinyMudia,https://www.nairaland.com/shinymudia,Owerri ,"July 23, 2022",8:15am,,f,,2 hours & 30 minutes,9,0
emmanuelbrown26,https://www.nairaland.com/emmanuelbrown26,,"December 09, 2013",11:12pm,,,,2 months & 21 days,4184,48
Mystery2020,https://www.nairaland.com/mystery2020,,"September 01, 2020",10:00am On Jul 23,,,,2 days & 22 hours,67,16
Crieff,https://www.nairaland.com/crieff,,"January 27, 2015",5:14pm,,m,,3 months & 10 days,960,18
TarOrfeeek,https://www.nairaland.com/tarorfeeek,,"April 12, 2020",11:06pm,,,,1 month & 12 days,2324,0
buttlover,https://www.nairaland.com/buttlover,Port Harcourt ,"October 09, 2017",10:17pm,We are here to learn 09039358209,m,,1 month & 9 days,704,110
Titilayo4life,https://www.nairaland.com/titilayo4life,,"October 13, 2020",7:24pm On Jul 25,,,,11 hours & 13 minutes,82,2
richmond500,https://www.nairaland.com/richmond500,,"November 06, 2020",10:31pm,Ok,,,1 month & 28 days,6316,79
WhisperedNoise,https://www.nairaland.com/whisperednoise,,"September 25, 2019",11:15pm,,,,14 days & 8 hours,287,4
EkelediliBuhari,https://www.nairaland.com/ekeledilibuhari,,"November 14, 2019",7:46pm,,,,21 days & 2 hours,763,18
Dilosomo,https://www.nairaland.com/dilosomo,,"July 21, 2022",6:46pm On Jul 24,,m,,12 hours & 23 minutes,31,0
Business1230,https://www.nairaland.com/business1230,,"June 18, 2022",4:08pm On Jul 24,,f,,1 day & 6 hours,149,7
Basicend,https://www.nairaland.com/basicend,,"October 15, 2020",11:44pm,,,,1 month & 2 days,1282,0
awoo47,https://www.nairaland.com/awoo47,,"July 12, 2016",9:43pm,,,,2 months & 27 days,1619,8
bukolaademi001,https://www.nairaland.com/bukolaademi001,Somewhere on Earth ,"June 28, 2022",10:01pm,,f,,1 day & 22 hours,117,1
HORLADY,https://www.nairaland.com/horlady,Lagos,"December 16, 2015",10:22pm,What will be will be,m,,4 months & 3 days,124,7
sammyscholar,https://www.nairaland.com/sammyscholar,Lagos,"September 10, 2014",10:13pm,"If great man can be great, I can too.",m,,3 months & 18 days,1402,64
MondayOsunbor,https://www.nairaland.com/mondayosunbor,,"September 08, 2018",5:22pm,Monday Osunbor was a Nigerian armed robber and lieutenant of Lawrence Anini ,m,,2 months & 6 days,5724,0
MichaelSokoto,https://www.nairaland.com/michaelsokoto,,"February 21, 2013",9:46pm,I korrect!,m,,5 months & 10 days,6499,222
VladimirPutiin,https://www.nairaland.com/vladimirputiin,Kremlin ,"March 17, 2022",10:01pm,,m,,18 days & 12 hours,1631,9
DrRasheed,https://www.nairaland.com/drrasheed,GitHub,"November 06, 2015",10:53pm,Alhamdulillah..,,@Rhashieth and @afriTimes,7 hours & 35 minutes,1159,72
Tajbol4splend,https://www.nairaland.com/tajbol4splend,Ashburton Groove ,"February 19, 2015",10:54pm,Don't always listen to your parents,m,@tajbol4splend,2 months & 21 days,10333,236
creserve,https://www.nairaland.com/creserve,,"January 02, 2012",11:03am,,,,21 days & 20 hours,178,1
princepeter566,https://www.nairaland.com/princepeter566,,"January 14, 2016",10:21pm,,,,21 days & 15 hours,365,0
holarmylekan,https://www.nairaland.com/holarmylekan,,"November 10, 2018",10:43pm,,m,@horla_aina,28 days & 12 hours,108,24
Bobmarie,https://www.nairaland.com/bobmarie,Andromeda,"May 19, 2021",8:36pm,Only taking orders.,f,,12 days & 3 hours,1132,3
spencekat,https://www.nairaland.com/spencekat,Ken Island,"March 20, 2015",9:34pm,,m,kennyland,5 months & 22 days,3976,5
muyico,https://www.nairaland.com/muyico,Ibadan,"April 02, 2011",7:00pm,Even kins are guilty,m,muyicodirect,25 days & 13 hours,673,19
sofiscatedmoron,https://www.nairaland.com/sofiscatedmoron,H,"July 29, 2019",8:07pm On Jul 24,"Incase this account make u vese, no vese too much,  vese on the low",," [img]https://media./images/bbdd63e51d91b772e3f004b20c9f7548/tenor.gif[/img]",1 month & 8 days,3368,16
Okealaaye,https://www.nairaland.com/okealaaye,"London, England ","June 09, 2022",10:38pm,,,,5 days & 13 hours,555,1
VeeVeeMyLuv,https://www.nairaland.com/veeveemyluv,,"December 05, 2014",11:08pm,"We can easily forgive a child who is afraid of the dark, the real  tragedy of life is when men are afraid of the light.",m,,9 months & 8 days,5853,22
sleekman,https://www.nairaland.com/sleekman,Nigeria,"May 25, 2006",5:06pm,,m,,2 months & 15 days,1038,27
satandeterrible,https://www.nairaland.com/satandeterrible,,"April 30, 2022",10:49pm,,,,9 days & 11 hours,423,0
ppogba,https://www.nairaland.com/ppogba,,"August 11, 2018",7:02pm,,,,2 months & 8 days,1765,0
adexyng,https://www.nairaland.com/adexyng,Lagos,"October 22, 2012",11:04am On Jul 23,"God is not a man, that he should lie, nor a son of man, that he should change his mind. Does he speak and then not act? Does he promise and not fulfill?",m,,1 hour & 44 minutes,6,0
invinzible1,https://www.nairaland.com/invinzible1,some where in West Africa ,"July 28, 2015",11:48pm,if you don't sweat in the training you will bleed in the battle ground,,null,6 months & 4 days,798,17
grammarian247,https://www.nairaland.com/grammarian247,Ibadan,"May 24, 2019",8:31pm,,m,,24 days & 23 hours,348,29
legba1,https://www.nairaland.com/legba1,nigeria,"November 29, 2007",10:55pm,Hakuna Matata,m,,2 months & 1 day,1813,10
TaoBalinga,https://www.nairaland.com/taobalinga,,"August 27, 2015",8:22pm,what you belive in will work for you,,viickerz,6 days & 5 hours,277,0
blackparadise,https://www.nairaland.com/blackparadise,,"February 21, 2022",11:04pm,,,,6 days & 1 hour,184,19
tommy589,https://www.nairaland.com/tommy589,,"December 21, 2015",8:57pm,,m,,3 months & 29 days,1159,0
Wapgod,https://www.nairaland.com/wapgod,Lagos,"January 02, 2013",9:56pm,https://app.trovefinance.com/sign-up/C4PX02,m,,1 month,770,85
Godslovingmercy,https://www.nairaland.com/godslovingmercy,,"July 13, 2022",11:39pm,,,,5 hours & 8 minutes,7,2
Obaman12,https://www.nairaland.com/obaman12,,"June 12, 2019",10:00pm,,,,10 days & 23 hours,86,2
IbitsonReloaded,https://www.nairaland.com/ibitsonreloaded,,"June 20, 2018",11:19pm,God over everything ,m,,23 days & 20 hours,51,4
Bacteria8,https://www.nairaland.com/bacteria8,,"October 19, 2021",10:16pm,,,,11 days & 11 hours,444,0
15ssDRIVE,https://www.nairaland.com/15ssdrive,Praia ,"November 11, 2018",7:02pm,+238 952 74 99,m,,2 months & 4 days,1721,7
djoe21,https://www.nairaland.com/djoe21,lagos,"July 23, 2013",12:17pm On Jul 25,https://www.facebook.com/chilwears/,m,,1 month & 25 days,952,6
sallysalsa09,https://www.nairaland.com/sallysalsa09,,"January 20, 2015",7:36pm,,,,15 days & 14 hours,246,14
rehiw84895,https://www.nairaland.com/rehiw84895,,"July 22, 2022",12:05pm On Jul 23,,,,4 minutes & 21 seconds,5,0
Collins4u1,https://www.nairaland.com/collins4u1,,"January 21, 2011",10:55pm,"Whenever you're alone, Guide your thoughts!   Fastest learner ever liveth",m,,2 months & 21 days,1827,35
Lordbinsmar,https://www.nairaland.com/lordbinsmar,,"September 04, 2014",7:34pm,I not worried about a damn tang. ,,,2 months & 15 days,1449,0
VULCAN,https://www.nairaland.com/vulcan,Lagos,"July 16, 2007",8:18pm,,m,,4 months & 26 days,3675,0
chukel,https://www.nairaland.com/chukel,nigeria,"June 20, 2008",9:08pm,https:///c/2347057798393,m,,5 months & 4 days,5689,77
Lindner,https://www.nairaland.com/lindner,,"August 13, 2021",2:20pm On Jul 23,,,,6 days & 12 hours,131,11
Harrisonwo,https://www.nairaland.com/harrisonwo,Abuja,"October 29, 2011",7:20pm,Life isn't a bed of roses,m,,4 months & 9 days,521,58
JohnOkolo,https://www.nairaland.com/johnokolo,Lagos,"April 24, 2016",6:19pm,,,,23 days & 17 hours,596,0
martinmiller,https://www.nairaland.com/martinmiller,Luxembourg,"November 02, 2013",10:17pm,Brand your self properly&the competition will be irrelevant!,,@m______0______b,1 month & 14 days,355,18
wman,https://www.nairaland.com/wman,Nigeria,"August 03, 2013",10:21pm,Avoid information overload. Stay  away from most sections of Nairaland else you'll get slow. ,m,,5 months & 24 days,3476,30
OvertheTop,https://www.nairaland.com/overthetop,Up Town,"October 14, 2021",6:33pm,Snake in the Eagle Shadow!,m,,10 days & 12 hours,288,0
Khayceeofficial,https://www.nairaland.com/khayceeofficial,Portharcourt,"October 16, 2018",9:35pm,Get closer to know,m,,26 days & 11 hours,810,18
Fuckjesusandgod,https://www.nairaland.com/fuckjesusandgod,,"November 18, 2020",9:59pm,Peace!!!,,,1 month & 5 days,204,1
Overdue,https://www.nairaland.com/overdue,,"March 14, 2022",11:48pm,,,,1 day & 9 hours,8,0
Ilorisammie,https://www.nairaland.com/ilorisammie,Lagos,"December 20, 2016",6:01pm,,m,,11 days & 15 hours,15,1
Kirkman,https://www.nairaland.com/kirkman,,"February 08, 2021",5:52am,,,,2 months & 6 days,1303,3
hifocus,https://www.nairaland.com/hifocus,,"July 11, 2022",10:16pm,contentment is peace of mind,f,,1 day & 12 hours,24,0
Berankis,https://www.nairaland.com/berankis,,"May 06, 2018",8:13pm,,,,1 month & 9 days,620,2
CalmElder,https://www.nairaland.com/calmelder,Lagos State,"January 09, 2021",3:29pm On Jul 25,Contact me,m,,1 month & 2 days,317,11
georjay,https://www.nairaland.com/georjay,IBADAN,"November 30, 2010",7:05pm On Jul 23,Mosquitoes change your ways!,m,,5 months & 2 days,2427,112
LyfeJennings,https://www.nairaland.com/lyfejennings,,"November 27, 2013",11:42pm,,m,,3 months & 12 days,4484,2
9182736455O1999,https://www.nairaland.com/9182736455o1999,Yenagoa,"October 25, 2021",9:56pm,Be the reason while someone SMILES,m,...............................................................................................................................................................................................................................................................,29 days & 2 hours,1354,1
Eagba,https://www.nairaland.com/eagba,,"February 18, 2018",11:25pm,the only ones we hurt is ourselves.,m,,1 month & 24 days,1257,19
Amarita,https://www.nairaland.com/amarita,Ketu,"July 18, 2018",10:22pm,heart of Gold,f,,22 days & 17 hours,40,0
VlamesIffect,https://www.nairaland.com/vlamesiffect,900271,"August 23, 2016",10:16pm On Jul 25,,f,,15 days & 2 hours,1686,1
kernniejay,https://www.nairaland.com/kernniejay,Planet Earth,"July 27, 2016",11:08pm,If God be for me…,m,,1 month & 18 days,1860,10
Dest8sman,https://www.nairaland.com/dest8sman,,"March 02, 2022",1:46pm,,,,6 days & 14 hours,106,3
Meteng,https://www.nairaland.com/meteng,,"October 14, 2013",7:57pm,,,,1 month & 20 days,1831,0
frog12,https://www.nairaland.com/frog12,,"December 04, 2011",11:44pm,,,,1 month & 19 days,5557,5
lagosrd,https://www.nairaland.com/lagosrd,,"November 29, 2015",7:20pm,Res ijosa liquoto,,,1 month & 23 days,2803,0
Cti28,https://www.nairaland.com/cti28,Abuja,"December 12, 2019",8:47pm,I rather stand alone than follow the crowd and end up in destruction,m,,1 month & 4 days,897,9
TheMostComplex1,https://www.nairaland.com/themostcomplex1,,"November 08, 2019",11:03pm,,,,19 days & 23 hours,864,0
Gentlesoul2021,https://www.nairaland.com/gentlesoul2021,,"May 25, 2021",10:12pm,,m,,3 days & 21 hours,146,4
heavenlychy,https://www.nairaland.com/heavenlychy,,"July 29, 2015",9:12pm,,,,1 month & 1 day,47,2
KristaPretty,https://www.nairaland.com/kristapretty,Anywhere belle face,"September 21, 2016",9:00pm,kristapretty00@gmail.com ,f,,7 days & 19 hours,1601,1
annayawchee,https://www.nairaland.com/annayawchee,In the middle of no where ,"March 26, 2015",11:07pm,"What will happen will happen and what it is to be we know not, only God knows.",,,6 months & 18 days,1069,28
dhanielss,https://www.nairaland.com/dhanielss,Lagos,"October 21, 2018",1:01pm,,m,,11 hours & 26 minutes,101,6
Amimatt1,https://www.nairaland.com/amimatt1,,"December 02, 2020",12:33pm On Jul 20,,f,,2 hours & 11 minutes,42,0
funvickky26,https://www.nairaland.com/funvickky26,,"January 02, 2016",12:35pm,,,,9 days,117,31
nerilove,https://www.nairaland.com/nerilove,Your Heart,"September 26, 2012",3:27pm,Always believe in the power of your dreams,m,@nerilove,2 months & 24 days,1016,20
fesamson57,https://www.nairaland.com/fesamson57,,"May 31, 2017",12:21pm,,,,7 hours & 23 minutes,85,85
Jerryminds,https://www.nairaland.com/jerryminds,Port Harcourt,"May 15, 2022",5:47pm,Current lucrative businesses you can start now with a capital between 100k to 15k,m,@IniubongJeremiah,22 hours & 42 minutes,160,32
PropertyNR,https://www.nairaland.com/propertynr,Lagos,"October 05, 2018",5:03pm,Rentic.app: Live Without Limits,,Twitter.com/myrentic,1 day & 13 hours,32,23
Mediamix247,https://www.nairaland.com/mediamix247,"Lagos, Nigeria","March 06, 2022",7:30pm,"BRT Bus Branding, Bill Board Advertising, Flyer Sharing, Paste Election Posters: 08053408939, 08139458588",,,1 day & 1 hour,349,35
DEKOL,https://www.nairaland.com/dekol,,"May 06, 2007",11:01pm,,,,17 days & 5 hours,1037,984
Jatuski,https://www.nairaland.com/jatuski,,"August 22, 2018",12:31pm,,,,1 day & 16 hours,396,396
Lewtable,https://www.nairaland.com/lewtable,,"November 08, 2020",8:13am,,,,6 days & 17 hours,259,252
Opeyemi04,https://www.nairaland.com/opeyemi04,Lagos Nigeria ,"February 12, 2018",9:40pm On Jul 25,I am a trust worthy vendr I deals with Canadian interac etransfer fund inbox me on the number 08083126147 ,m,Opeyemi321,9 days & 3 hours,381,31
NasMaleeq,https://www.nairaland.com/nasmaleeq,,"October 17, 2014",11:02pm,,m,,11 days & 23 hours,218,14
Yomnik01,https://www.nairaland.com/yomnik01,,"October 27, 2020",5:37pm,,,,21 hours,9,1
Musir,https://www.nairaland.com/musir,,"September 25, 2021",9:37pm On Jul 25,,,,3 hours & 40 minutes,42,41
Bobzybillions,https://www.nairaland.com/bobzybillions,Abuja,"May 09, 2022",7:12am,performing artist | who is currently trying to bring something out of nothing,m,www.twitter.com/fineboybobzy,3 hours & 29 minutes,13,12
Agapechuks147,https://www.nairaland.com/agapechuks147,,"September 10, 2021",8:05pm,,,,2 days & 10 hours,20,6
IsaacNewton869,https://www.nairaland.com/isaacnewton869,,"December 06, 2021",5:42am,,,,10 hours & 16 minutes,29,16
Halb,https://www.nairaland.com/halb,,"March 31, 2013",11:59am,"Being egoistic leads you nowhere, Being idealistic leads you somewhere, Being optimistic leads you everywhere…  Hal-b",,hal_bofficial,7 days & 10 hours,69,20
Cajetan4u,https://www.nairaland.com/cajetan4u,,"July 22, 2022",3:00am On Jul 23,,,,47 minutes & 23 seconds,3,3
Onyeka90210,https://www.nairaland.com/onyeka90210,The internet,"September 28, 2018",11:06pm,08034634239,m,,3 months & 8 days,4825,149
Skyfornia,https://www.nairaland.com/skyfornia,Nigeria,"July 19, 2011",9:18pm,A wealthy man is not someone who have the most but someone who needs the least.,m,,4 months & 27 days,8053,986
xpressionx,https://www.nairaland.com/xpressionx,,"April 11, 2016",9:49pm,thisguysef,m,,29 days,2147,21
psychologist,https://www.nairaland.com/psychologist,,"June 15, 2013",10:41pm,jesus died for you!  Mohamed lied to you,m,,6 months,2585,54
ifedubris,https://www.nairaland.com/ifedubris,,"July 19, 2022",1:47pm On Jul 23,,,,1 hour & 43 minutes,15,0
boldsleek,https://www.nairaland.com/boldsleek,I dey God hands. ,"February 07, 2022",10:05pm,,,,8 days & 1 hour,43,2
GABRIEL6036,https://www.nairaland.com/gabriel6036,,"March 19, 2021",11:40pm,,,,11 days & 16 hours,650,0
Samuelnze,https://www.nairaland.com/samuelnze,Somewhere in the north close to barmuda triangle,"November 26, 2021",6:11pm,"I am proudly a CHRISTIAN. The islamic mods of this forum forcefully inserted an islamic post on my profile wall. I believe in the ALL MIGHTY GOD,IN HIS SON JESUS CHRIST,IN THE HOLY SPIRIT..i don't know who allah and mohammed are..   ",,,9 days & 15 hours,240,2
SeaTrade,https://www.nairaland.com/seatrade,Port Harcourt.,"February 06, 2021",10:02pm,I love my mummy.,m,,2 months & 20 days,1317,35
surrogatesng,https://www.nairaland.com/surrogatesng,Nigeria,"August 28, 2014",11:40pm,Surrogacy Consultancy Services,,,8 months & 10 days,3845,188
smatt1711,https://www.nairaland.com/smatt1711,,"January 13, 2017",10:17pm,,,,1 month & 24 days,1890,88
edogu,https://www.nairaland.com/edogu,Nigeria,"August 10, 2009",10:09pm,,m,,6 months & 6 days,754,126
dyera,https://www.nairaland.com/dyera,,"July 13, 2020",6:14pm,,,,8 days & 4 hours,561,5
Gandollar,https://www.nairaland.com/gandollar,,"November 02, 2018",11:09pm,,f,,1 month & 7 days,5226,4
Worldbest281,https://www.nairaland.com/worldbest281,L A,"August 30, 2014",10:33pm,"learn to be alone, because no one will stay forever",,,1 month & 10 days,370,8
drverified,https://www.nairaland.com/drverified,,"October 04, 2021",1:37am On Jul 25,John 11:22 (KJV),m,,1 day & 9 hours,55,1
Odogwu2023,https://www.nairaland.com/odogwu2023,ENUGU,"May 19, 2021",4:45pm On Jul 24,always moving fast,m,,2 days & 12 hours,82,3
PointZerom,https://www.nairaland.com/pointzerom,,"December 01, 2016",10:06pm,Hmmm,,,2 months & 5 days,7589,15
PietraK,https://www.nairaland.com/pietrak,Lagos,"January 11, 2015",11:26pm,Information is Power,m,,3 months & 2 days,469,77
sirrvicc,https://www.nairaland.com/sirrvicc,,"July 21, 2015",6:02pm,,m,,1 month & 4 days,111,24
meeketta,https://www.nairaland.com/meeketta,ikom,"December 01, 2016",9:05pm,,m,chrisetta600,11 days & 10 hours,310,0
Legitz,https://www.nairaland.com/legitz,,"March 18, 2020",10:48pm,,,,14 days & 22 hours,263,13
