name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online
Gamechangerbaby,https://www.nairaland.com/gamechangerbaby,,"May 02, 2020",2:53am On Apr 27,,,,13 hours & 32 minutes
iedide,https://www.nairaland.com/iedide,,"July 08, 2017",9:00am On Feb 09,,,,1 day & 13 hours
EazyJ,https://www.nairaland.com/eazyj,Nigeria,"August 27, 2011",12:27pm On Mar 30,My God is so good,f,,1 month & 3 days
karbie,https://www.nairaland.com/karbie,,"September 18, 2015",9:09pm On May 04,,f,,2 days & 3 hours
Okezzie,https://www.nairaland.com/okezzie,,"June 18, 2020",10:13pm On Aug 19,,m,,2 hours & 59 minutes
DICKstractor,https://www.nairaland.com/dickstractor,,"March 02, 2019",12:31am On Jul 18,PS: I give bad advice and I'm good at it ,m,,1 month & 24 days
omoluabiguy,https://www.nairaland.com/omoluabiguy,,"January 24, 2017",12:02am,Subscribe to my YouTube channel for programming tutorials.,,,1 month & 6 days
sirblend,https://www.nairaland.com/sirblend,,"June 13, 2019",4:25pm,Great unique content writer.,,,1 month & 5 days
Raskimonia,https://www.nairaland.com/raskimonia,"Nigeria,delta state,sapele:8 major bowen road","June 23, 2020",5:20pm On Dec 04,buckle up dude,m,I said no thankkksss!,14 hours & 17 minutes
elunico,https://www.nairaland.com/elunico,,"January 19, 2017",8:03pm On Jul 24,,,,28 days
marshalcarter,https://www.nairaland.com/marshalcarter,its still in your head,"January 23, 2015",12:44pm,I am waheva you say I am...cos if i wasn't why would you say i am??,,,2 months & 19 days
DonPablo007,https://www.nairaland.com/donpablo007,,"January 20, 2017",3:40am On Feb 16,Escobar,m,,1 month & 13 days
Cybexo,https://www.nairaland.com/cybexo,"Toronto,canada","July 01, 2020",8:22am On Aug 25,website design,,https://cybexo.com/,17 minutes & 4 seconds
Franklyn4,https://www.nairaland.com/franklyn4,,"January 23, 2011",4:23pm On Jun 26,,,,3 days & 5 hours
kgyche,https://www.nairaland.com/kgyche,,"January 28, 2016",6:29am On Jul 23,,,,3 days & 21 hours
clickhealthcare,https://www.nairaland.com/clickhealthcare,,"July 06, 2020",8:05am On Jul 06,,,,19 minutes & 31 seconds
StanozDesigns1,https://www.nairaland.com/stanozdesigns1,"Imo, Nigeria","June 27, 2020",9:58pm On Nov 09,"Professional Web design and development services, logo and brand designing, content writing, SEO, advertising. stanozdesigns.com.ng",,https://mobile.twitter.com/StanozD,9 hours & 53 minutes
situations,https://www.nairaland.com/situations,,"October 26, 2019",7:17am On Mar 11,Just Stay humble,,,7 days & 4 hours
osalen,https://www.nairaland.com/osalen,,"April 22, 2017",2:38pm On Jul 20,,,,1 day & 8 hours
Bellings,https://www.nairaland.com/bellings,,"October 18, 2018",9:15am On May 17,,,,25 days & 6 hours
Miraj22,https://www.nairaland.com/miraj22,,"March 27, 2017",10:04pm On Jul 19,,f,,1 month
Teejay13,https://www.nairaland.com/teejay13,Abuja- Nigeria,"July 20, 2013",11:31am,"Whoever walks in integrity walks securely, but he who makes his ways crooked will be found out - Proverbs 10:9",m,@mozhes_achi,2 months & 29 days
xdfgbggfth,https://www.nairaland.com/xdfgbggfth,,"June 21, 2020",6:13am On Sep 12,,,,5 hours & 58 minutes
aravind147,https://www.nairaland.com/aravind147,chennai,"March 05, 2020",4:01am On Jan 30,Online Training,,,1 hour & 39 minutes
njar,https://www.nairaland.com/njar,,"March 10, 2009",9:43pm On Apr 13,,,,7 hours & 55 minutes
LIANDRUO,https://www.nairaland.com/liandruo,,"July 19, 2020",10:53pm On Jul 20,,,,18 minutes & 14 seconds
1Alex,https://www.nairaland.com/1alex,,"May 27, 2020",4:21pm,,,,1 month & 27 days
HorsenKnight,https://www.nairaland.com/horsenknight,,"July 21, 2020",6:51pm On Aug 07,,,,41 minutes & 23 seconds
RICHMAN247,https://www.nairaland.com/richman247,,"June 02, 2019",9:00pm On Jul 24,,m,,12 days & 13 hours
afolwalex20,https://www.nairaland.com/afolwalex20,,"August 25, 2014",2:07pm On Jul 15,pending.....,m,,26 days & 10 hours
Fgdigitals,https://www.nairaland.com/fgdigitals,,"July 06, 2020",3:55pm On Dec 29,,,,8 hours & 45 minutes
vhuqnl,https://www.nairaland.com/vhuqnl,,"June 01, 2020",4:28pm On May 01,Miss those days we pursued that albino moderator from Nairaland. Sexkillz or what the Bleep he called himself ,m,,10 days & 3 hours
Enemetronics,https://www.nairaland.com/enemetronics,,"August 08, 2020",11:29pm On Apr 24,,m,,2 hours & 56 minutes
Ufonikoh,https://www.nairaland.com/ufonikoh,,"August 09, 2020",7:41am On Jan 12,,m,,21 hours & 3 minutes
IJOO,https://www.nairaland.com/ijoo,,"July 23, 2020",1:16am On Jun 22,,m,,11 hours & 18 minutes
Chifrando,https://www.nairaland.com/chifrando,Port Harcourt,"September 03, 2018",7:43pm On Jul 20,"Welcome to Vinet Exchange we buy Bitcoin, Paypal,Skrill, Payoneer, USDT at best rates.",m,,6 days & 12 hours
edunwanna,https://www.nairaland.com/edunwanna,"East, PH","August 07, 2016",7:16am,"Bleep buhari, Bleep atiku, Bleep u too",,,1 month & 6 days
NairaLuck,https://www.nairaland.com/nairaluck,,"December 26, 2019",8:20pm On Mar 05,,,,10 days & 15 hours
Greenishland,https://www.nairaland.com/greenishland,,"January 23, 2018",12:53pm,,,,1 month & 8 days
moviebuffonlne,https://www.nairaland.com/moviebuffonlne,,"December 26, 2019",10:52am On Jan 29,,,,27 minutes & 28 seconds
quille11,https://www.nairaland.com/quille11,Lagos,"October 16, 2012",9:58am On Oct 06,What is worth doing at all is worth doing well,,,1 month & 7 days
MaestroZeus,https://www.nairaland.com/maestrozeus,Planet Earth,"February 24, 2016",9:44am On Jul 24,Thank God,m,,20 days & 13 hours
Gideon2001,https://www.nairaland.com/gideon2001,,"September 09, 2020",1:32am On Sep 17,,,,1 hour & 7 minutes
Esyy,https://www.nairaland.com/esyy,Lagos,"August 26, 2017",8:20pm On Jul 02,Consistency and perseverance are my watchwords,f,,3 days & 4 hours
webcrawlers00,https://www.nairaland.com/webcrawlers00,,"October 21, 2019",5:36pm On Sep 10,,,,3 hours & 6 minutes
Cypha6,https://www.nairaland.com/cypha6,edo state,"August 18, 2020",4:03pm,strive to be the best,m,,11 hours & 20 minutes
OKclothier,https://www.nairaland.com/okclothier,,"June 22, 2016",1:59pm On Sep 27,,,,12 days & 13 hours
OilPrince0054,https://www.nairaland.com/oilprince0054,Bayelsa,"September 14, 2020",4:08pm On May 23,,m,@G_emmanuel__,55 minutes
robinhood1712,https://www.nairaland.com/robinhood1712,,"June 03, 2017",6:33pm On Jun 21,,,,24 days & 21 hours
eesyy,https://www.nairaland.com/eesyy,Delta,"February 11, 2019",1:47am On Jul 12,,m,,2 days & 5 hours
liloafy,https://www.nairaland.com/liloafy,Lagos,"November 04, 2015",9:00am On Mar 30,Health and Sex Coach,m,,15 hours & 52 minutes
Danielable231,https://www.nairaland.com/danielable231,,"August 18, 2020",10:39am,Never drag someone into your mess ,m,,1 day & 17 hours
Bull098,https://www.nairaland.com/bull098,,"September 23, 2020",8:08am On Jul 24,,,,1 day & 2 hours
scilover,https://www.nairaland.com/scilover,,"June 10, 2020",4:58am On Jan 04,,,,10 hours & 47 minutes
Unbiased1,https://www.nairaland.com/unbiased1,,"April 15, 2019",2:13pm,,,,1 month & 27 days
ymento,https://www.nairaland.com/ymento,,"October 14, 2020",10:53am On Oct 14,,,,12 minutes & 33 seconds
FundRaiserNg,https://www.nairaland.com/fundraiserng,,"December 08, 2017",10:34am On Dec 14,Service to Humanity,,,9 days & 13 hours
kazeemhabeeb47,https://www.nairaland.com/kazeemhabeeb47,,"October 19, 2020",10:07am On Feb 09,,,,22 minutes & 57 seconds
GlobalAIHub,https://www.nairaland.com/globalaihub,,"October 23, 2020",3:56pm On Nov 07,,,,5 minutes & 22 seconds
Oladoyinipede,https://www.nairaland.com/oladoyinipede,Ilorin ,"December 17, 2018",8:14am On Dec 18,,,,9 days & 17 hours
roccoJerry,https://www.nairaland.com/roccojerry,,"October 25, 2020",2:26am On Oct 25,,,,8 minutes & 8 seconds
olukunle50,https://www.nairaland.com/olukunle50,,"February 24, 2019",3:52pm,,,,1 month & 8 days
Alejobs,https://www.nairaland.com/alejobs,,"April 22, 2019",9:01pm On Jan 05,Too much ban here for pushing my hustle gently,,,9 days & 13 hours
IamRandy,https://www.nairaland.com/iamrandy,Smewhere in my Livity,"September 05, 2017",11:20am On Jan 23,UNBEATABLE,,,18 days & 3 hours
sonnuk,https://www.nairaland.com/sonnuk,,"November 05, 2020",8:49am On Nov 12,,,,41 minutes & 45 seconds
jikins,https://www.nairaland.com/jikins,,"October 05, 2015",3:20pm,,m,,1 month & 27 days
Hackathon,https://www.nairaland.com/hackathon,Ebonyi,"December 28, 2019",4:00am On Nov 16,,m,,1 hour & 28 minutes
EmmyGreat2,https://www.nairaland.com/emmygreat2,FUTO,"November 25, 2016",4:07pm On Feb 05,"A cool, calm & collected YunG Engr...#GodOverEverything. He Loves Gunners & Music after God",m,@IamGreatemeka,9 hours & 47 minutes
phemmyhoye,https://www.nairaland.com/phemmyhoye,,"February 22, 2015",6:34am On Jan 27,,,,2 hours & 23 minutes
Rogersmith,https://www.nairaland.com/rogersmith,,"April 06, 2015",2:48pm,,m,,6 months & 14 days
RuggedSniper,https://www.nairaland.com/ruggedsniper,NJ,"July 04, 2017",5:04pm On Apr 26,"""Know yourself and you will win all battles.""III""Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat."" ~Sun-Tzu, The Art of War[circ. 4 BCE] ",,,1 month & 29 days
henrystevo11,https://www.nairaland.com/henrystevo11,"Lagos, Nigeria ","December 28, 2014",8:21am On Jul 23,,m,henry_kingin,7 days & 23 hours
ebunchi,https://www.nairaland.com/ebunchi,,"September 16, 2010",8:03pm On Jul 24,,f,,1 month & 28 days
HELLASJ,https://www.nairaland.com/hellasj,,"October 22, 2018",12:03am,HUMBLE YOURSELF,,,22 days
96forever,https://www.nairaland.com/96forever,,"May 22, 2020",4:28am On Jun 06,,,,16 days & 12 hours
naijasensei,https://www.nairaland.com/naijasensei,Nigeria,"November 07, 2018",4:10pm,,,,1 month & 28 days
syluck,https://www.nairaland.com/syluck,Akwa Ibom,"July 09, 2020",1:50am On May 24,,m,sylucck,8 days & 7 hours
possibilita,https://www.nairaland.com/possibilita,Nigeria,"March 30, 2013",9:30pm On Jul 24,I may not be the best among the rest but i differenciate myself from the rest which mak,m,@apossibilita,1 month & 28 days
surzkidoo,https://www.nairaland.com/surzkidoo,,"January 23, 2018",2:01pm On May 28,,,,9 days & 4 hours
Engineersolutio,https://www.nairaland.com/engineersolutio,,"January 08, 2020",3:19pm On Jul 18,WhatsApp  +234 806 120 0007,,,2 days & 23 hours
HassieMalcomson,https://www.nairaland.com/hassiemalcomson,Abuja,"August 04, 2020",3:47pm On Jul 20,Never Let Your Dreams Die,f,,1 day & 4 hours
Petchu,https://www.nairaland.com/petchu,,"November 26, 2020",10:35am On Apr 17,,m,,7 hours & 4 minutes
marknelsonmfb,https://www.nairaland.com/marknelsonmfb,,"November 26, 2020",9:07am On Sep 22,"There is nothing like the right time, The right time is now",m,www.twitter.com/mfblabs,28 minutes & 7 seconds
emma256,https://www.nairaland.com/emma256,,"November 28, 2020",7:35am On Nov 28,,,,3 minutes & 4 seconds
Chinedumagnus05,https://www.nairaland.com/chinedumagnus05,,"April 18, 2017",11:49pm On Jul 18,,m,,1 day & 1 hour
Damisam93,https://www.nairaland.com/damisam93,,"June 19, 2017",12:17pm On Jul 24,,m,,1 month & 7 days
Johnwick64,https://www.nairaland.com/johnwick64,,"August 25, 2019",3:54pm,,,,1 month & 6 days
RoccoJerry444,https://www.nairaland.com/roccojerry444,,"December 02, 2020",6:10am On Dec 02,,,,21 minutes & 42 seconds
UbahTheBuilder,https://www.nairaland.com/ubahthebuilder,,"November 30, 2020",11:34pm On Jun 05,Helping people understand web development better with my posts,m,UbahTheBuilder,6 hours & 1 minute
aalphamuzammil,https://www.nairaland.com/aalphamuzammil,,"September 12, 2020",12:31pm On Dec 23,,,,8 hours & 2 minutes
Meghamae,https://www.nairaland.com/meghamae,,"December 15, 2020",6:54am On Dec 31,,,,8 minutes & 25 seconds
Lauryn41,https://www.nairaland.com/lauryn41,Warri,"February 12, 2018",7:14pm On Jul 08,,f,,19 days & 16 hours
Thehelenmedia,https://www.nairaland.com/thehelenmedia,,"December 13, 2020",6:02pm On Feb 15,,,,1 hour & 19 minutes
Torg77,https://www.nairaland.com/torg77,,"December 24, 2017",7:37pm On Jul 23,,,,8 days & 7 hours
yusman14,https://www.nairaland.com/yusman14,lagos,"November 23, 2017",9:12am,Oriented to succeed!,m,@yusufjolayemi,1 month
ato12,https://www.nairaland.com/ato12,,"July 11, 2017",3:05pm On Apr 20,,,,1 month & 24 days
Highbeepeeh,https://www.nairaland.com/highbeepeeh,,"February 10, 2017",1:01pm On Jun 26,,m,,1 month & 1 day
jacascholars,https://www.nairaland.com/jacascholars,,"December 27, 2020",1:50pm On Jan 07,,,,16 minutes & 20 seconds
tobillionaire,https://www.nairaland.com/tobillionaire,LAGOS,"July 10, 2013",3:53pm,blank,m,,2 months & 8 days
Malfromed4,https://www.nairaland.com/malfromed4,,"January 01, 2021",1:48pm On Jan 03,,,,37 minutes & 3 seconds
Hintona,https://www.nairaland.com/hintona,At home,"May 04, 2018",7:37pm On May 18,Time is the ultimate prison. Death is the ultimate freedom. ,f," ",1 month & 9 days
Mosfemi,https://www.nairaland.com/mosfemi,,"January 03, 2021",4:58am On Nov 14,,,,12 hours & 33 minutes
raphenium,https://www.nairaland.com/raphenium,,"November 17, 2016",5:26pm On Mar 25,,,,10 days & 3 hours
Techplug,https://www.nairaland.com/techplug,,"June 09, 2020",11:48am On Jun 09,,,,1 day & 3 hours
girasol,https://www.nairaland.com/girasol,"New York City, USA","January 19, 2021",6:32pm On Feb 10,,m,,27 minutes & 38 seconds
ManOfCompetence,https://www.nairaland.com/manofcompetence,,"June 22, 2020",12:49pm On Jul 09,,m,,29 days & 7 hours
geedee4real,https://www.nairaland.com/geedee4real,,"June 05, 2013",4:44pm,He brought me out into a spacious place; he rescued me because he delighted in me.,m,,22 days & 8 hours
Tyward23,https://www.nairaland.com/tyward23,,"January 27, 2021",10:11am On Feb 24,,,,10 minutes & 21 seconds
daryur01,https://www.nairaland.com/daryur01,"Alimosho, Lagos","January 26, 2021",4:15pm On Jul 05,"Web developer, computer enthusiast and technical writer",m,https://twitter.com/abdulramonjemil,10 hours & 34 minutes
Lordsagna,https://www.nairaland.com/lordsagna,,"September 23, 2020",4:45pm,,,,2 months & 22 days
Splendor01,https://www.nairaland.com/splendor01,Lagos,"October 21, 2019",11:37am On Jul 19,Never quit,m,@_iamsplendor,19 hours & 47 minutes
Kennyking1234,https://www.nairaland.com/kennyking1234,,"March 01, 2020",11:48am On Jul 16,,,,1 month & 20 days
Carstuff,https://www.nairaland.com/carstuff,,"September 24, 2020",9:51am On Nov 30,,m,,2 days & 14 hours
Whatshallido,https://www.nairaland.com/whatshallido,,"March 12, 2021",10:40am,,,,17 days & 4 hours
incofab,https://www.nairaland.com/incofab,Nigeria,"November 26, 2008",3:40pm On Aug 20,,m,,6 days & 9 hours
Tohsynetita1,https://www.nairaland.com/tohsynetita1,,"November 25, 2015",4:36pm,,,,2 months & 25 days
JGirl20,https://www.nairaland.com/jgirl20,NIGERIA,"May 04, 2019",3:03pm,flying without wings,f,,29 days & 16 hours
preciousoto,https://www.nairaland.com/preciousoto,,"March 22, 2021",11:24pm On Apr 29,,,,10 minutes & 16 seconds
truthbuthidden,https://www.nairaland.com/truthbuthidden,,"March 22, 2021",9:21pm On Mar 22,,,,5 minutes & 50 seconds
mosco04,https://www.nairaland.com/mosco04,,"April 09, 2017",4:05am On Dec 17,,,,2 days & 21 hours
babadudu2019,https://www.nairaland.com/babadudu2019,,"April 22, 2019",9:36am On Mar 14,,,,3 days & 15 hours
thatthickgurl,https://www.nairaland.com/thatthickgurl,,"July 01, 2020",8:17am On Jul 18,,f,,11 days & 16 hours
Albertone,https://www.nairaland.com/albertone,Earth surface,"November 21, 2015",12:56pm On Jul 23,Prospective manager,m,,1 month & 27 days
grammarnazi12,https://www.nairaland.com/grammarnazi12,,"March 17, 2019",7:15pm On Dec 07,,,,14 days & 22 hours
Boye33,https://www.nairaland.com/boye33,,"July 21, 2020",8:02am On Jul 20,,,,6 days & 5 hours
DoxaTechNation,https://www.nairaland.com/doxatechnation,,"December 03, 2020",7:05am On Apr 08,,,,25 minutes & 15 seconds
Shirii,https://www.nairaland.com/shirii,,"May 21, 2020",8:24pm On Mar 21,,,,13 days & 14 hours
Nuru4real,https://www.nairaland.com/nuru4real,Lokoja,"April 11, 2021",12:49pm On Apr 11,Patient is the father of all,m,Nuru4real,8 minutes & 15 seconds
Hohenheim,https://www.nairaland.com/hohenheim,Everywhere ,"September 26, 2020",4:04pm,Shut the fúçk up,m,,1 month & 14 days
dometome,https://www.nairaland.com/dometome,,"September 17, 2017",11:11am On Oct 01,,,,1 month & 3 days
4dor,https://www.nairaland.com/4dor,,"July 30, 2016",7:17am On Mar 21,,,,2 months & 23 days
Carmal90,https://www.nairaland.com/carmal90,Lagos,"November 06, 2012",4:35pm,,m,,10 months
ClixMaster,https://www.nairaland.com/clixmaster,Abuja,"September 28, 2017",2:27pm,"We can help you design all kinds of websites like investment websites, blogs, company websites, etc. ",m,,2 months & 4 days
enigma0,https://www.nairaland.com/enigma0,Earth,"April 07, 2020",10:42am,Live and let live ,m,yinks_babs,2 months & 2 days
spdrocket,https://www.nairaland.com/spdrocket,,"September 09, 2020",1:19pm On Jan 06,,,,2 hours & 28 minutes
rustcodeweb,https://www.nairaland.com/rustcodeweb,,"April 14, 2021",9:53pm On Jan 06,,,,24 minutes & 17 seconds
Israel6767,https://www.nairaland.com/israel6767,,"March 28, 2021",7:22pm On Oct 06,,,,2 days & 12 hours
Bossman,https://www.nairaland.com/bossman,USA,"April 11, 2006",3:58pm,,m,,3 months & 19 days
JSXyoungboy,https://www.nairaland.com/jsxyoungboy,,"March 03, 2021",1:39am On Jul 23,,,,7 days & 6 hours
wiselong,https://www.nairaland.com/wiselong,,"September 04, 2017",11:08pm On Jul 24,,,,8 days & 5 hours
spiritualmubi,https://www.nairaland.com/spiritualmubi,,"November 24, 2016",11:12am,لا فتى الا علي، لا سيف الا ذو الفقار,,,20 days & 4 hours
dieg86,https://www.nairaland.com/dieg86,,"April 23, 2021",2:24pm On Aug 05,,,,14 minutes & 34 seconds
dreu2fine,https://www.nairaland.com/dreu2fine,lagos,"June 15, 2006",1:07pm,a womans worth,m,,3 months & 3 days
mdee1,https://www.nairaland.com/mdee1,Earth,"April 30, 2010",11:32am On Feb 11,Do good and it will always follow you ,m,@sas0fficial,18 days & 13 hours
yourblogcoach1,https://www.nairaland.com/yourblogcoach1,,"April 27, 2021",7:33pm On May 01,,m,https://twitter.com/YourBlogCoach1,3 hours & 55 minutes
adabecca6,https://www.nairaland.com/adabecca6,,"February 26, 2021",6:14am On Jun 26,Download Free source code plugins and scripts,f,,1 hour & 36 minutes
nwachinemel,https://www.nairaland.com/nwachinemel,-=[CYBERSPACE]=-,"February 25, 2013",8:47pm On Jul 23,Onetime,m,@nwachinemel,7 days & 10 hours
sarinahandi51,https://www.nairaland.com/sarinahandi51,,"April 30, 2021",12:44pm On May 27,https://www.webdevelopmentindia.biz/,f,,3 minutes & 26 seconds
Zyzman,https://www.nairaland.com/zyzman,,"July 31, 2013",12:27pm,,,,1 month & 23 days
FrankByMonster,https://www.nairaland.com/frankbymonster,,"November 25, 2016",2:42pm On Mar 09,,,,11 hours & 51 minutes
WallStreetfx,https://www.nairaland.com/wallstreetfx," Lagos","August 30, 2020",5:10am On May 28,FOREX AND BTC TRADER,m,,21 days & 4 hours
daviscool,https://www.nairaland.com/daviscool,,"December 06, 2014",2:46pm On Sep 30,,,,5 hours & 31 minutes
Checked86,https://www.nairaland.com/checked86,,"April 08, 2016",12:41pm,,,,1 month
Amazingamb,https://www.nairaland.com/amazingamb,,"February 19, 2020",6:40pm On Jun 07,,f,,1 day & 21 hours
Nas23Nas,https://www.nairaland.com/nas23nas,,"May 22, 2021",10:43am On May 23,,,,5 hours & 11 minutes
belovez,https://www.nairaland.com/belovez,Nigeira,"January 26, 2015",4:03pm,What will it profit you if you gain the whole world and lose your soul. Give your life to Jesus only Him can help you. Peace be unto you.,m,,1 month & 3 days
paxirag,https://www.nairaland.com/paxirag,Nigeria,"May 18, 2021",7:32pm On May 30,Get a website for just 20k,m,,2 hours & 54 minutes
Steveskok,https://www.nairaland.com/steveskok,United States,"May 28, 2021",8:44am On May 19,,m,,2 hours & 42 minutes
cleanclean,https://www.nairaland.com/cleanclean,Enugu,"December 03, 2013",9:15pm On Jul 24,,m,,11 days & 22 hours
24kmagic,https://www.nairaland.com/24kmagic,"Area 11, Garki, Abuja","June 26, 2019",1:31pm On Aug 28,,,,1 month & 3 days
Brightale,https://www.nairaland.com/brightale,https://t dot me/NigeriaGroup3,"December 29, 2020",2:30pm On Oct 14,https://t dot me/NigeriaGroup3,f,https://t dot me/NigeriaGroup3,4 days & 8 hours
jasperskiddo,https://www.nairaland.com/jasperskiddo,Abeokuta,"September 25, 2019",9:02am On Jul 09,,m,twitter.com/preye_warriors,7 hours
VickkWrites,https://www.nairaland.com/vickkwrites,Port-Harcourt ,"June 09, 2021",10:57am On Mar 01,Imagination is greater than knowledge ,m,,1 hour & 12 minutes
charleyvibez,https://www.nairaland.com/charleyvibez,,"September 06, 2020",9:12pm On Jun 12,,,,36 minutes & 20 seconds
leksite120,https://www.nairaland.com/leksite120,My house,"July 12, 2018",1:35pm,I watch while you talk,m,,3 months & 10 days
Ogbuabana,https://www.nairaland.com/ogbuabana,,"August 06, 2013",1:09pm On Feb 18,,,,13 hours & 42 minutes
Atere1994,https://www.nairaland.com/atere1994,Lagos,"March 05, 2013",11:37am,,m,@atereoyin,18 days & 6 hours
Michaelesoimeme,https://www.nairaland.com/michaelesoimeme,lagos ,"June 16, 2021",5:27pm On Jul 23,"am a YouTuber i create content on youtube am basically into tech, programming language like python please check out my channel for more this the link: [URL=https://www.youtube.com/channel/UCU-y6tjx-9Jx5jYR9ReAAhQ] ",m,https://www.youtube.com/channel/UCU-y6tjx-9Jx5jYR9ReAAhQ,10 hours & 44 minutes
atupuxi,https://www.nairaland.com/atupuxi,USA,"June 30, 2021",11:25am On Jun 30,"Atup loves beautiful content and doesn’t like to give in easily. When he is not writing, he’s most probably working for ui ux design company. He loves writing blogs about web design and development.",,,3 minutes & 59 seconds
Avast,https://www.nairaland.com/avast,,"February 17, 2009",8:33am,,m,,3 months & 27 days
Ambasado4lyf,https://www.nairaland.com/ambasado4lyf,,"February 26, 2013",12:30pm On Jul 16,,,,21 days & 3 hours
Johnnyessence,https://www.nairaland.com/johnnyessence,planet earth ,"January 08, 2011",4:00am On Jul 15,"my better isn't good enough, my best is yet to come. You can send message to my gmail address on Johnnyessence9ja@gmail.com. ",m,,9 months & 2 days
Cr0nus1,https://www.nairaland.com/cr0nus1,,"July 10, 2021",9:56am On May 30,,,,2 days & 1 hour
James782,https://www.nairaland.com/james782,,"July 13, 2021",11:55am On Jul 14,,,,1 hour & 10 minutes
Suspect33,https://www.nairaland.com/suspect33,West Africa,"July 19, 2014",12:00am On Jul 24,seek God,m,xalex77c,4 months & 4 days
Mccollins042,https://www.nairaland.com/mccollins042,Enugu,"June 14, 2017",8:40pm On Jul 23,"Work hard, get lucky",m,,12 days & 3 hours
DissTroy,https://www.nairaland.com/disstroy,"If you are going to DM, do ask first.  It's the courteous thing to do.","September 27, 2016",9:24pm On Jul 24,Every comment you make on Nairaland is a digital footprint which can be retraced back to unmask your off-Nairaland identity no matter how muddied they are. Anonymity is a myth.,m,,1 month & 13 days
Temmylee01,https://www.nairaland.com/temmylee01,abuja,"June 19, 2020",10:17pm On Jul 24,Emi eruku makanacki,m,,26 days & 1 hour
Think4Myself,https://www.nairaland.com/think4myself,,"July 16, 2021",3:19pm,Have your own opinion,,,23 days & 1 hour
henrygold100,https://www.nairaland.com/henrygold100,,"February 13, 2017",3:08pm On Jul 02,,,,1 month & 13 days
9wila,https://www.nairaland.com/9wila,,"October 13, 2020",7:32am On Aug 27,,,,3 hours & 49 minutes
Lordvy01,https://www.nairaland.com/lordvy01,,"October 16, 2019",5:39pm On May 27,,,,18 hours & 10 minutes
femijay8271,https://www.nairaland.com/femijay8271,,"November 09, 2016",3:16pm,"WHEN THERE'S LOVE, THERE WILL BE UNITY.",m,,6 months & 13 days
noskcid,https://www.nairaland.com/noskcid,Lagos Nigeria ,"August 01, 2016",12:12pm,Parknpull.com.ng,m,,28 days & 6 hours
arthurwillia,https://www.nairaland.com/arthurwillia,Ogun,"June 28, 2018",4:14pm On Jul 24,,m,,25 days & 20 hours
teepain,https://www.nairaland.com/teepain,,"April 08, 2009",3:48pm,,,,5 months & 21 days
sarfaraz1212135,https://www.nairaland.com/sarfaraz1212135,,"August 03, 2021",12:16pm On Mar 21,,,,1 hour & 49 minutes
Ashiru97,https://www.nairaland.com/ashiru97,,"November 07, 2017",11:51am,,m,,3 months & 26 days
wetdspace,https://www.nairaland.com/wetdspace,lagos,"July 08, 2013",6:26pm On Jul 23,I'm like other normal people. I believe in so many things and learning new things is part of my life.,m,,29 days & 22 hours
Tammycaron,https://www.nairaland.com/tammycaron,,"November 27, 2020",4:32pm On Oct 07,,,,17 minutes & 19 seconds
Elfsman,https://www.nairaland.com/elfsman,Owerri,"November 19, 2018",11:08am On Aug 28,Student,m,,4 hours & 11 minutes
komala123,https://www.nairaland.com/komala123,,"August 12, 2021",10:39am On Aug 12,,,,53 minutes & 22 seconds
Enterprise090,https://www.nairaland.com/enterprise090,Earth,"August 17, 2021",6:32pm On Sep 02,Cell me fm,m,Ok ,4 hours & 29 minutes
JangoroInvest,https://www.nairaland.com/jangoroinvest,,"November 09, 2018",11:46am,,m,,12 days
lv4hiphop,https://www.nairaland.com/lv4hiphop,,"August 21, 2021",3:30pm On Aug 21,,,,43 minutes & 42 seconds
brandonwallace,https://www.nairaland.com/brandonwallace,,"August 26, 2021",6:07pm On Aug 26,,,,6 minutes & 41 seconds
Shakitibob0,https://www.nairaland.com/shakitibob0,"Computer Village, Ikeja","May 05, 2016",4:44pm,"We sell quality-checked Power Banks, Chargers, USB cords and other accessories at the lowest rates in the market. Choose from the wide range of durable and stylish products now. Ready to deal in large quantities or for personal use, send us a DM",,,2 months & 23 days
2020age,https://www.nairaland.com/2020age,nigeria,"April 22, 2016",9:10am On Jun 26,https://truehost.com.ng/cloud/?aff=813,m,@innocycent,8 hours & 28 minutes
IykeWest,https://www.nairaland.com/iykewest,"Onitsha, Anambra ","June 30, 2013",3:20am On Mar 31,Stalker! lol! :D ,,,1 month & 8 days
Izzyboy1,https://www.nairaland.com/izzyboy1,,"June 15, 2015",8:42am On Feb 09,,m,,8 hours & 26 minutes
Yinksdavid,https://www.nairaland.com/yinksdavid,Lagos,"April 29, 2017",10:13am,A qualified IT expert that loves sharing his excellent knowledge about problems in Windows operating systems and Cloud computing(Azure),m,,20 days
Chrisvotel,https://www.nairaland.com/chrisvotel,,"September 09, 2021",2:30pm,,,,4 days & 7 hours
vibratingpenis,https://www.nairaland.com/vibratingpenis,,"September 05, 2017",12:19pm On Jan 13,,,,2 days & 9 hours
nduprincekc,https://www.nairaland.com/nduprincekc,ONITSHA,"August 01, 2015",4:44pm,One day i must make it ... Please subscribe to my channel  https://youtu.be/iAdmiRjRRTA,m,,1 month & 18 days
Bobby95,https://www.nairaland.com/bobby95,lagos,"March 16, 2017",12:08am On Mar 01,,m,,1 month & 25 days
